index,country,conf,deth,recv,ts,days,code,continent,sub_region,pop
0,Afghanistan,1,0,0,2020-02-24,1,AFG,Asia,Southern Asia,37172386.0
1,Afghanistan,1,0,0,2020-02-25,2,AFG,Asia,Southern Asia,37172386.0
2,Afghanistan,1,0,0,2020-02-26,3,AFG,Asia,Southern Asia,37172386.0
3,Afghanistan,1,0,0,2020-02-27,4,AFG,Asia,Southern Asia,37172386.0
4,Afghanistan,1,0,0,2020-02-28,5,AFG,Asia,Southern Asia,37172386.0
5,Afghanistan,1,0,0,2020-02-29,6,AFG,Asia,Southern Asia,37172386.0
6,Afghanistan,1,0,0,2020-03-01,7,AFG,Asia,Southern Asia,37172386.0
7,Afghanistan,1,0,0,2020-03-02,8,AFG,Asia,Southern Asia,37172386.0
8,Afghanistan,1,0,0,2020-03-03,9,AFG,Asia,Southern Asia,37172386.0
9,Afghanistan,1,0,0,2020-03-04,10,AFG,Asia,Southern Asia,37172386.0
10,Afghanistan,1,0,0,2020-03-05,11,AFG,Asia,Southern Asia,37172386.0
11,Afghanistan,1,0,0,2020-03-06,12,AFG,Asia,Southern Asia,37172386.0
12,Afghanistan,1,0,0,2020-03-07,13,AFG,Asia,Southern Asia,37172386.0
13,Afghanistan,4,0,0,2020-03-08,14,AFG,Asia,Southern Asia,37172386.0
14,Afghanistan,4,0,0,2020-03-09,15,AFG,Asia,Southern Asia,37172386.0
15,Afghanistan,5,0,0,2020-03-10,16,AFG,Asia,Southern Asia,37172386.0
16,Afghanistan,7,0,0,2020-03-11,17,AFG,Asia,Southern Asia,37172386.0
17,Afghanistan,7,0,0,2020-03-12,18,AFG,Asia,Southern Asia,37172386.0
18,Afghanistan,7,0,0,2020-03-13,19,AFG,Asia,Southern Asia,37172386.0
19,Afghanistan,11,0,0,2020-03-14,20,AFG,Asia,Southern Asia,37172386.0
20,Afghanistan,16,0,0,2020-03-15,21,AFG,Asia,Southern Asia,37172386.0
21,Afghanistan,21,0,1,2020-03-16,22,AFG,Asia,Southern Asia,37172386.0
22,Afghanistan,22,0,1,2020-03-17,23,AFG,Asia,Southern Asia,37172386.0
23,Afghanistan,22,0,1,2020-03-18,24,AFG,Asia,Southern Asia,37172386.0
24,Afghanistan,22,0,1,2020-03-19,25,AFG,Asia,Southern Asia,37172386.0
25,Albania,2,0,0,2020-03-09,1,ALB,Europe,Southern Europe,2866376.0
26,Albania,10,0,0,2020-03-10,2,ALB,Europe,Southern Europe,2866376.0
27,Albania,12,1,0,2020-03-11,3,ALB,Europe,Southern Europe,2866376.0
28,Albania,23,1,0,2020-03-12,4,ALB,Europe,Southern Europe,2866376.0
29,Albania,33,1,0,2020-03-13,5,ALB,Europe,Southern Europe,2866376.0
30,Albania,38,1,0,2020-03-14,6,ALB,Europe,Southern Europe,2866376.0
31,Albania,42,1,0,2020-03-15,7,ALB,Europe,Southern Europe,2866376.0
32,Albania,51,1,0,2020-03-16,8,ALB,Europe,Southern Europe,2866376.0
33,Albania,55,1,0,2020-03-17,9,ALB,Europe,Southern Europe,2866376.0
34,Albania,59,2,0,2020-03-18,10,ALB,Europe,Southern Europe,2866376.0
35,Albania,64,2,0,2020-03-19,11,ALB,Europe,Southern Europe,2866376.0
36,Algeria,1,0,0,2020-02-25,1,DZA,Africa,Northern Africa,42228429.0
37,Algeria,1,0,0,2020-02-26,2,DZA,Africa,Northern Africa,42228429.0
38,Algeria,1,0,0,2020-02-27,3,DZA,Africa,Northern Africa,42228429.0
39,Algeria,1,0,0,2020-02-28,4,DZA,Africa,Northern Africa,42228429.0
40,Algeria,1,0,0,2020-02-29,5,DZA,Africa,Northern Africa,42228429.0
41,Algeria,1,0,0,2020-03-01,6,DZA,Africa,Northern Africa,42228429.0
42,Algeria,3,0,0,2020-03-02,7,DZA,Africa,Northern Africa,42228429.0
43,Algeria,5,0,0,2020-03-03,8,DZA,Africa,Northern Africa,42228429.0
44,Algeria,12,0,0,2020-03-04,9,DZA,Africa,Northern Africa,42228429.0
45,Algeria,12,0,0,2020-03-05,10,DZA,Africa,Northern Africa,42228429.0
46,Algeria,17,0,0,2020-03-06,11,DZA,Africa,Northern Africa,42228429.0
47,Algeria,17,0,0,2020-03-07,12,DZA,Africa,Northern Africa,42228429.0
48,Algeria,19,0,0,2020-03-08,13,DZA,Africa,Northern Africa,42228429.0
49,Algeria,20,0,0,2020-03-09,14,DZA,Africa,Northern Africa,42228429.0
50,Algeria,20,0,0,2020-03-10,15,DZA,Africa,Northern Africa,42228429.0
51,Algeria,20,0,0,2020-03-11,16,DZA,Africa,Northern Africa,42228429.0
52,Algeria,24,1,8,2020-03-12,17,DZA,Africa,Northern Africa,42228429.0
53,Algeria,26,2,8,2020-03-13,18,DZA,Africa,Northern Africa,42228429.0
54,Algeria,37,3,12,2020-03-14,19,DZA,Africa,Northern Africa,42228429.0
55,Algeria,48,4,12,2020-03-15,20,DZA,Africa,Northern Africa,42228429.0
56,Algeria,54,4,12,2020-03-16,21,DZA,Africa,Northern Africa,42228429.0
57,Algeria,60,4,12,2020-03-17,22,DZA,Africa,Northern Africa,42228429.0
58,Algeria,74,7,12,2020-03-18,23,DZA,Africa,Northern Africa,42228429.0
59,Algeria,87,9,32,2020-03-19,24,DZA,Africa,Northern Africa,42228429.0
60,Andorra,1,0,0,2020-03-02,1,AND,Europe,Southern Europe,77006.0
61,Andorra,1,0,0,2020-03-03,2,AND,Europe,Southern Europe,77006.0
62,Andorra,1,0,0,2020-03-04,3,AND,Europe,Southern Europe,77006.0
63,Andorra,1,0,0,2020-03-05,4,AND,Europe,Southern Europe,77006.0
64,Andorra,1,0,0,2020-03-06,5,AND,Europe,Southern Europe,77006.0
65,Andorra,1,0,0,2020-03-07,6,AND,Europe,Southern Europe,77006.0
66,Andorra,1,0,0,2020-03-08,7,AND,Europe,Southern Europe,77006.0
67,Andorra,1,0,0,2020-03-09,8,AND,Europe,Southern Europe,77006.0
68,Andorra,1,0,0,2020-03-10,9,AND,Europe,Southern Europe,77006.0
69,Andorra,1,0,0,2020-03-11,10,AND,Europe,Southern Europe,77006.0
70,Andorra,1,0,1,2020-03-12,11,AND,Europe,Southern Europe,77006.0
71,Andorra,1,0,0,2020-03-13,12,AND,Europe,Southern Europe,77006.0
72,Andorra,1,0,1,2020-03-14,13,AND,Europe,Southern Europe,77006.0
73,Andorra,1,0,1,2020-03-15,14,AND,Europe,Southern Europe,77006.0
74,Andorra,2,0,1,2020-03-16,15,AND,Europe,Southern Europe,77006.0
75,Andorra,39,0,1,2020-03-17,16,AND,Europe,Southern Europe,77006.0
76,Andorra,39,0,1,2020-03-18,17,AND,Europe,Southern Europe,77006.0
77,Andorra,53,0,1,2020-03-19,18,AND,Europe,Southern Europe,77006.0
78,Antigua and Barbuda,1,0,0,2020-03-13,1,ATG,Americas,Caribbean,96286.0
79,Antigua and Barbuda,1,0,0,2020-03-14,2,ATG,Americas,Caribbean,96286.0
80,Antigua and Barbuda,1,0,0,2020-03-15,3,ATG,Americas,Caribbean,96286.0
81,Antigua and Barbuda,1,0,0,2020-03-16,4,ATG,Americas,Caribbean,96286.0
82,Antigua and Barbuda,1,0,0,2020-03-17,5,ATG,Americas,Caribbean,96286.0
83,Antigua and Barbuda,1,0,0,2020-03-18,6,ATG,Americas,Caribbean,96286.0
84,Antigua and Barbuda,1,0,0,2020-03-19,7,ATG,Americas,Caribbean,96286.0
85,Argentina,1,0,0,2020-03-03,1,ARG,Americas,South America,44494502.0
86,Argentina,1,0,0,2020-03-04,2,ARG,Americas,South America,44494502.0
87,Argentina,1,0,0,2020-03-05,3,ARG,Americas,South America,44494502.0
88,Argentina,2,0,0,2020-03-06,4,ARG,Americas,South America,44494502.0
89,Argentina,8,0,0,2020-03-07,5,ARG,Americas,South America,44494502.0
90,Argentina,12,1,0,2020-03-08,6,ARG,Americas,South America,44494502.0
91,Argentina,12,1,0,2020-03-09,7,ARG,Americas,South America,44494502.0
92,Argentina,17,1,0,2020-03-10,8,ARG,Americas,South America,44494502.0
93,Argentina,19,1,0,2020-03-11,9,ARG,Americas,South America,44494502.0
94,Argentina,19,1,0,2020-03-12,10,ARG,Americas,South America,44494502.0
95,Argentina,31,2,0,2020-03-13,11,ARG,Americas,South America,44494502.0
96,Argentina,34,2,1,2020-03-14,12,ARG,Americas,South America,44494502.0
97,Argentina,45,2,1,2020-03-15,13,ARG,Americas,South America,44494502.0
98,Argentina,56,2,1,2020-03-16,14,ARG,Americas,South America,44494502.0
99,Argentina,68,2,3,2020-03-17,15,ARG,Americas,South America,44494502.0
100,Argentina,79,2,3,2020-03-18,16,ARG,Americas,South America,44494502.0
101,Argentina,97,3,3,2020-03-19,17,ARG,Americas,South America,44494502.0
102,Armenia,1,0,0,2020-03-01,1,ARM,Asia,Western Asia,2951776.0
103,Armenia,1,0,0,2020-03-02,2,ARM,Asia,Western Asia,2951776.0
104,Armenia,1,0,0,2020-03-03,3,ARM,Asia,Western Asia,2951776.0
105,Armenia,1,0,0,2020-03-04,4,ARM,Asia,Western Asia,2951776.0
106,Armenia,1,0,0,2020-03-05,5,ARM,Asia,Western Asia,2951776.0
107,Armenia,1,0,0,2020-03-06,6,ARM,Asia,Western Asia,2951776.0
108,Armenia,1,0,0,2020-03-07,7,ARM,Asia,Western Asia,2951776.0
109,Armenia,1,0,0,2020-03-08,8,ARM,Asia,Western Asia,2951776.0
110,Armenia,1,0,0,2020-03-09,9,ARM,Asia,Western Asia,2951776.0
111,Armenia,1,0,0,2020-03-10,10,ARM,Asia,Western Asia,2951776.0
112,Armenia,1,0,0,2020-03-11,11,ARM,Asia,Western Asia,2951776.0
113,Armenia,4,0,0,2020-03-12,12,ARM,Asia,Western Asia,2951776.0
114,Armenia,8,0,0,2020-03-13,13,ARM,Asia,Western Asia,2951776.0
115,Armenia,18,0,0,2020-03-14,14,ARM,Asia,Western Asia,2951776.0
116,Armenia,26,0,0,2020-03-15,15,ARM,Asia,Western Asia,2951776.0
117,Armenia,52,0,0,2020-03-16,16,ARM,Asia,Western Asia,2951776.0
118,Armenia,78,0,1,2020-03-17,17,ARM,Asia,Western Asia,2951776.0
119,Armenia,84,0,1,2020-03-18,18,ARM,Asia,Western Asia,2951776.0
120,Armenia,115,0,1,2020-03-19,19,ARM,Asia,Western Asia,2951776.0
121,Australia,4,0,0,2020-01-26,1,AUS,Oceania,Australia and New Zealand,24992369.0
122,Australia,5,0,0,2020-01-27,2,AUS,Oceania,Australia and New Zealand,24992369.0
123,Australia,5,0,0,2020-01-28,3,AUS,Oceania,Australia and New Zealand,24992369.0
124,Australia,6,0,0,2020-01-29,4,AUS,Oceania,Australia and New Zealand,24992369.0
125,Australia,9,0,2,2020-01-30,5,AUS,Oceania,Australia and New Zealand,24992369.0
126,Australia,9,0,2,2020-01-31,6,AUS,Oceania,Australia and New Zealand,24992369.0
127,Australia,12,0,2,2020-02-01,7,AUS,Oceania,Australia and New Zealand,24992369.0
128,Australia,12,0,2,2020-02-02,8,AUS,Oceania,Australia and New Zealand,24992369.0
129,Australia,12,0,2,2020-02-03,9,AUS,Oceania,Australia and New Zealand,24992369.0
130,Australia,13,0,2,2020-02-04,10,AUS,Oceania,Australia and New Zealand,24992369.0
131,Australia,13,0,2,2020-02-05,11,AUS,Oceania,Australia and New Zealand,24992369.0
132,Australia,14,0,2,2020-02-06,12,AUS,Oceania,Australia and New Zealand,24992369.0
133,Australia,15,0,2,2020-02-07,13,AUS,Oceania,Australia and New Zealand,24992369.0
134,Australia,15,0,2,2020-02-08,14,AUS,Oceania,Australia and New Zealand,24992369.0
135,Australia,15,0,2,2020-02-09,15,AUS,Oceania,Australia and New Zealand,24992369.0
136,Australia,15,0,2,2020-02-10,16,AUS,Oceania,Australia and New Zealand,24992369.0
137,Australia,15,0,2,2020-02-11,17,AUS,Oceania,Australia and New Zealand,24992369.0
138,Australia,15,0,2,2020-02-12,18,AUS,Oceania,Australia and New Zealand,24992369.0
139,Australia,15,0,8,2020-02-13,19,AUS,Oceania,Australia and New Zealand,24992369.0
140,Australia,15,0,8,2020-02-14,20,AUS,Oceania,Australia and New Zealand,24992369.0
141,Australia,15,0,8,2020-02-15,21,AUS,Oceania,Australia and New Zealand,24992369.0
142,Australia,15,0,8,2020-02-16,22,AUS,Oceania,Australia and New Zealand,24992369.0
143,Australia,15,0,10,2020-02-17,23,AUS,Oceania,Australia and New Zealand,24992369.0
144,Australia,15,0,10,2020-02-18,24,AUS,Oceania,Australia and New Zealand,24992369.0
145,Australia,15,0,10,2020-02-19,25,AUS,Oceania,Australia and New Zealand,24992369.0
146,Australia,15,0,10,2020-02-20,26,AUS,Oceania,Australia and New Zealand,24992369.0
147,Australia,19,0,11,2020-02-21,27,AUS,Oceania,Australia and New Zealand,24992369.0
148,Australia,22,0,11,2020-02-22,28,AUS,Oceania,Australia and New Zealand,24992369.0
149,Australia,22,0,11,2020-02-23,29,AUS,Oceania,Australia and New Zealand,24992369.0
150,Australia,22,0,11,2020-02-24,30,AUS,Oceania,Australia and New Zealand,24992369.0
151,Australia,22,0,11,2020-02-25,31,AUS,Oceania,Australia and New Zealand,24992369.0
152,Australia,22,0,11,2020-02-26,32,AUS,Oceania,Australia and New Zealand,24992369.0
153,Australia,23,0,11,2020-02-27,33,AUS,Oceania,Australia and New Zealand,24992369.0
154,Australia,23,0,11,2020-02-28,34,AUS,Oceania,Australia and New Zealand,24992369.0
155,Australia,25,0,11,2020-02-29,35,AUS,Oceania,Australia and New Zealand,24992369.0
156,Australia,27,1,11,2020-03-01,36,AUS,Oceania,Australia and New Zealand,24992369.0
157,Australia,30,1,11,2020-03-02,37,AUS,Oceania,Australia and New Zealand,24992369.0
158,Australia,39,1,11,2020-03-03,38,AUS,Oceania,Australia and New Zealand,24992369.0
159,Australia,52,2,11,2020-03-04,39,AUS,Oceania,Australia and New Zealand,24992369.0
160,Australia,55,2,21,2020-03-05,40,AUS,Oceania,Australia and New Zealand,24992369.0
161,Australia,60,2,21,2020-03-06,41,AUS,Oceania,Australia and New Zealand,24992369.0
162,Australia,63,2,21,2020-03-07,42,AUS,Oceania,Australia and New Zealand,24992369.0
163,Australia,76,3,21,2020-03-08,43,AUS,Oceania,Australia and New Zealand,24992369.0
164,Australia,91,3,21,2020-03-09,44,AUS,Oceania,Australia and New Zealand,24992369.0
165,Australia,107,3,21,2020-03-10,45,AUS,Oceania,Australia and New Zealand,24992369.0
166,Australia,128,3,21,2020-03-11,46,AUS,Oceania,Australia and New Zealand,24992369.0
167,Australia,128,3,21,2020-03-12,47,AUS,Oceania,Australia and New Zealand,24992369.0
168,Australia,200,3,23,2020-03-13,48,AUS,Oceania,Australia and New Zealand,24992369.0
169,Australia,250,3,23,2020-03-14,49,AUS,Oceania,Australia and New Zealand,24992369.0
170,Australia,297,3,23,2020-03-15,50,AUS,Oceania,Australia and New Zealand,24992369.0
171,Australia,377,3,23,2020-03-16,51,AUS,Oceania,Australia and New Zealand,24992369.0
172,Australia,452,5,23,2020-03-17,52,AUS,Oceania,Australia and New Zealand,24992369.0
173,Australia,568,6,23,2020-03-18,53,AUS,Oceania,Australia and New Zealand,24992369.0
174,Australia,681,6,26,2020-03-19,54,AUS,Oceania,Australia and New Zealand,24992369.0
175,Austria,2,0,0,2020-02-25,1,AUT,Europe,Western Europe,8847037.0
176,Austria,2,0,0,2020-02-26,2,AUT,Europe,Western Europe,8847037.0
177,Austria,3,0,0,2020-02-27,3,AUT,Europe,Western Europe,8847037.0
178,Austria,3,0,0,2020-02-28,4,AUT,Europe,Western Europe,8847037.0
179,Austria,9,0,0,2020-02-29,5,AUT,Europe,Western Europe,8847037.0
180,Austria,14,0,0,2020-03-01,6,AUT,Europe,Western Europe,8847037.0
181,Austria,18,0,0,2020-03-02,7,AUT,Europe,Western Europe,8847037.0
182,Austria,21,0,0,2020-03-03,8,AUT,Europe,Western Europe,8847037.0
183,Austria,29,0,0,2020-03-04,9,AUT,Europe,Western Europe,8847037.0
184,Austria,41,0,0,2020-03-05,10,AUT,Europe,Western Europe,8847037.0
185,Austria,55,0,0,2020-03-06,11,AUT,Europe,Western Europe,8847037.0
186,Austria,79,0,0,2020-03-07,12,AUT,Europe,Western Europe,8847037.0
187,Austria,104,0,0,2020-03-08,13,AUT,Europe,Western Europe,8847037.0
188,Austria,131,0,2,2020-03-09,14,AUT,Europe,Western Europe,8847037.0
189,Austria,182,0,4,2020-03-10,15,AUT,Europe,Western Europe,8847037.0
190,Austria,246,0,4,2020-03-11,16,AUT,Europe,Western Europe,8847037.0
191,Austria,302,1,4,2020-03-12,17,AUT,Europe,Western Europe,8847037.0
192,Austria,504,1,6,2020-03-13,18,AUT,Europe,Western Europe,8847037.0
193,Austria,655,1,6,2020-03-14,19,AUT,Europe,Western Europe,8847037.0
194,Austria,860,1,6,2020-03-15,20,AUT,Europe,Western Europe,8847037.0
195,Austria,1018,3,6,2020-03-16,21,AUT,Europe,Western Europe,8847037.0
196,Austria,1332,3,1,2020-03-17,22,AUT,Europe,Western Europe,8847037.0
197,Austria,1646,4,9,2020-03-18,23,AUT,Europe,Western Europe,8847037.0
198,Austria,2013,6,9,2020-03-19,24,AUT,Europe,Western Europe,8847037.0
199,Azerbaijan,3,0,0,2020-03-01,1,AZE,Asia,Western Asia,9942334.0
200,Azerbaijan,3,0,0,2020-03-02,2,AZE,Asia,Western Asia,9942334.0
201,Azerbaijan,3,0,0,2020-03-03,3,AZE,Asia,Western Asia,9942334.0
202,Azerbaijan,3,0,0,2020-03-04,4,AZE,Asia,Western Asia,9942334.0
203,Azerbaijan,6,0,0,2020-03-05,5,AZE,Asia,Western Asia,9942334.0
204,Azerbaijan,6,0,0,2020-03-06,6,AZE,Asia,Western Asia,9942334.0
205,Azerbaijan,9,0,0,2020-03-07,7,AZE,Asia,Western Asia,9942334.0
206,Azerbaijan,9,0,0,2020-03-08,8,AZE,Asia,Western Asia,9942334.0
207,Azerbaijan,9,0,0,2020-03-09,9,AZE,Asia,Western Asia,9942334.0
208,Azerbaijan,11,0,0,2020-03-10,10,AZE,Asia,Western Asia,9942334.0
209,Azerbaijan,11,0,3,2020-03-11,11,AZE,Asia,Western Asia,9942334.0
210,Azerbaijan,11,0,3,2020-03-12,12,AZE,Asia,Western Asia,9942334.0
211,Azerbaijan,15,1,3,2020-03-13,13,AZE,Asia,Western Asia,9942334.0
212,Azerbaijan,15,1,3,2020-03-14,14,AZE,Asia,Western Asia,9942334.0
213,Azerbaijan,23,1,6,2020-03-15,15,AZE,Asia,Western Asia,9942334.0
214,Azerbaijan,15,1,6,2020-03-16,16,AZE,Asia,Western Asia,9942334.0
215,Azerbaijan,28,1,6,2020-03-17,17,AZE,Asia,Western Asia,9942334.0
216,Azerbaijan,28,1,6,2020-03-18,18,AZE,Asia,Western Asia,9942334.0
217,Azerbaijan,44,1,6,2020-03-19,19,AZE,Asia,Western Asia,9942334.0
218,"Bahamas, The",1,0,0,2020-03-16,1,BHS,Americas,Caribbean,385640.0
219,"Bahamas, The",1,0,0,2020-03-17,2,BHS,Americas,Caribbean,385640.0
220,"Bahamas, The",1,0,0,2020-03-18,3,BHS,Americas,Caribbean,385640.0
221,"Bahamas, The",3,0,0,2020-03-19,4,BHS,Americas,Caribbean,385640.0
222,Bahrain,1,0,0,2020-02-24,1,BHR,Asia,Western Asia,1569439.0
223,Bahrain,23,0,0,2020-02-25,2,BHR,Asia,Western Asia,1569439.0
224,Bahrain,33,0,0,2020-02-26,3,BHR,Asia,Western Asia,1569439.0
225,Bahrain,33,0,0,2020-02-27,4,BHR,Asia,Western Asia,1569439.0
226,Bahrain,36,0,0,2020-02-28,5,BHR,Asia,Western Asia,1569439.0
227,Bahrain,41,0,0,2020-02-29,6,BHR,Asia,Western Asia,1569439.0
228,Bahrain,47,0,0,2020-03-01,7,BHR,Asia,Western Asia,1569439.0
229,Bahrain,49,0,0,2020-03-02,8,BHR,Asia,Western Asia,1569439.0
230,Bahrain,49,0,0,2020-03-03,9,BHR,Asia,Western Asia,1569439.0
231,Bahrain,52,0,0,2020-03-04,10,BHR,Asia,Western Asia,1569439.0
232,Bahrain,55,0,0,2020-03-05,11,BHR,Asia,Western Asia,1569439.0
233,Bahrain,60,0,4,2020-03-06,12,BHR,Asia,Western Asia,1569439.0
234,Bahrain,85,0,4,2020-03-07,13,BHR,Asia,Western Asia,1569439.0
235,Bahrain,85,0,4,2020-03-08,14,BHR,Asia,Western Asia,1569439.0
236,Bahrain,95,0,14,2020-03-09,15,BHR,Asia,Western Asia,1569439.0
237,Bahrain,110,0,22,2020-03-10,16,BHR,Asia,Western Asia,1569439.0
238,Bahrain,195,0,35,2020-03-11,17,BHR,Asia,Western Asia,1569439.0
239,Bahrain,195,0,35,2020-03-12,18,BHR,Asia,Western Asia,1569439.0
240,Bahrain,189,0,44,2020-03-13,19,BHR,Asia,Western Asia,1569439.0
241,Bahrain,210,0,44,2020-03-14,20,BHR,Asia,Western Asia,1569439.0
242,Bahrain,214,0,60,2020-03-15,21,BHR,Asia,Western Asia,1569439.0
243,Bahrain,214,1,77,2020-03-16,22,BHR,Asia,Western Asia,1569439.0
244,Bahrain,228,1,81,2020-03-17,23,BHR,Asia,Western Asia,1569439.0
245,Bahrain,256,1,88,2020-03-18,24,BHR,Asia,Western Asia,1569439.0
246,Bahrain,278,1,100,2020-03-19,25,BHR,Asia,Western Asia,1569439.0
247,Bangladesh,3,0,0,2020-03-08,1,BGD,Asia,Southern Asia,161356039.0
248,Bangladesh,3,0,0,2020-03-09,2,BGD,Asia,Southern Asia,161356039.0
249,Bangladesh,3,0,0,2020-03-10,3,BGD,Asia,Southern Asia,161356039.0
250,Bangladesh,3,0,0,2020-03-11,4,BGD,Asia,Southern Asia,161356039.0
251,Bangladesh,3,0,0,2020-03-12,5,BGD,Asia,Southern Asia,161356039.0
252,Bangladesh,3,0,0,2020-03-13,6,BGD,Asia,Southern Asia,161356039.0
253,Bangladesh,3,0,0,2020-03-14,7,BGD,Asia,Southern Asia,161356039.0
254,Bangladesh,5,0,0,2020-03-15,8,BGD,Asia,Southern Asia,161356039.0
255,Bangladesh,8,0,2,2020-03-16,9,BGD,Asia,Southern Asia,161356039.0
256,Bangladesh,10,0,3,2020-03-17,10,BGD,Asia,Southern Asia,161356039.0
257,Bangladesh,14,1,3,2020-03-18,11,BGD,Asia,Southern Asia,161356039.0
258,Bangladesh,17,1,3,2020-03-19,12,BGD,Asia,Southern Asia,161356039.0
259,Barbados,2,0,0,2020-03-17,1,BRB,Americas,Caribbean,286641.0
260,Barbados,2,0,0,2020-03-18,2,BRB,Americas,Caribbean,286641.0
261,Barbados,5,0,0,2020-03-19,3,BRB,Americas,Caribbean,286641.0
262,Belarus,1,0,0,2020-02-28,1,BLR,Europe,Eastern Europe,9485386.0
263,Belarus,1,0,0,2020-02-29,2,BLR,Europe,Eastern Europe,9485386.0
264,Belarus,1,0,0,2020-03-01,3,BLR,Europe,Eastern Europe,9485386.0
265,Belarus,1,0,0,2020-03-02,4,BLR,Europe,Eastern Europe,9485386.0
266,Belarus,1,0,0,2020-03-03,5,BLR,Europe,Eastern Europe,9485386.0
267,Belarus,6,0,0,2020-03-04,6,BLR,Europe,Eastern Europe,9485386.0
268,Belarus,6,0,0,2020-03-05,7,BLR,Europe,Eastern Europe,9485386.0
269,Belarus,6,0,0,2020-03-06,8,BLR,Europe,Eastern Europe,9485386.0
270,Belarus,6,0,0,2020-03-07,9,BLR,Europe,Eastern Europe,9485386.0
271,Belarus,6,0,0,2020-03-08,10,BLR,Europe,Eastern Europe,9485386.0
272,Belarus,6,0,1,2020-03-09,11,BLR,Europe,Eastern Europe,9485386.0
273,Belarus,9,0,3,2020-03-10,12,BLR,Europe,Eastern Europe,9485386.0
274,Belarus,9,0,3,2020-03-11,13,BLR,Europe,Eastern Europe,9485386.0
275,Belarus,12,0,3,2020-03-12,14,BLR,Europe,Eastern Europe,9485386.0
276,Belarus,27,0,3,2020-03-13,15,BLR,Europe,Eastern Europe,9485386.0
277,Belarus,27,0,3,2020-03-14,16,BLR,Europe,Eastern Europe,9485386.0
278,Belarus,27,0,3,2020-03-15,17,BLR,Europe,Eastern Europe,9485386.0
279,Belarus,36,0,3,2020-03-16,18,BLR,Europe,Eastern Europe,9485386.0
280,Belarus,36,0,3,2020-03-17,19,BLR,Europe,Eastern Europe,9485386.0
281,Belarus,51,0,5,2020-03-18,20,BLR,Europe,Eastern Europe,9485386.0
282,Belarus,51,0,5,2020-03-19,21,BLR,Europe,Eastern Europe,9485386.0
283,Belgium,1,0,0,2020-02-04,1,BEL,Europe,Western Europe,11422068.0
284,Belgium,1,0,0,2020-02-05,2,BEL,Europe,Western Europe,11422068.0
285,Belgium,1,0,0,2020-02-06,3,BEL,Europe,Western Europe,11422068.0
286,Belgium,1,0,0,2020-02-07,4,BEL,Europe,Western Europe,11422068.0
287,Belgium,1,0,0,2020-02-08,5,BEL,Europe,Western Europe,11422068.0
288,Belgium,1,0,0,2020-02-09,6,BEL,Europe,Western Europe,11422068.0
289,Belgium,1,0,0,2020-02-10,7,BEL,Europe,Western Europe,11422068.0
290,Belgium,1,0,0,2020-02-11,8,BEL,Europe,Western Europe,11422068.0
291,Belgium,1,0,0,2020-02-12,9,BEL,Europe,Western Europe,11422068.0
292,Belgium,1,0,0,2020-02-13,10,BEL,Europe,Western Europe,11422068.0
293,Belgium,1,0,0,2020-02-14,11,BEL,Europe,Western Europe,11422068.0
294,Belgium,1,0,0,2020-02-15,12,BEL,Europe,Western Europe,11422068.0
295,Belgium,1,0,0,2020-02-16,13,BEL,Europe,Western Europe,11422068.0
296,Belgium,1,0,1,2020-02-17,14,BEL,Europe,Western Europe,11422068.0
297,Belgium,1,0,1,2020-02-18,15,BEL,Europe,Western Europe,11422068.0
298,Belgium,1,0,1,2020-02-19,16,BEL,Europe,Western Europe,11422068.0
299,Belgium,1,0,1,2020-02-20,17,BEL,Europe,Western Europe,11422068.0
300,Belgium,1,0,1,2020-02-21,18,BEL,Europe,Western Europe,11422068.0
301,Belgium,1,0,1,2020-02-22,19,BEL,Europe,Western Europe,11422068.0
302,Belgium,1,0,1,2020-02-23,20,BEL,Europe,Western Europe,11422068.0
303,Belgium,1,0,1,2020-02-24,21,BEL,Europe,Western Europe,11422068.0
304,Belgium,1,0,1,2020-02-25,22,BEL,Europe,Western Europe,11422068.0
305,Belgium,1,0,1,2020-02-26,23,BEL,Europe,Western Europe,11422068.0
306,Belgium,1,0,1,2020-02-27,24,BEL,Europe,Western Europe,11422068.0
307,Belgium,1,0,1,2020-02-28,25,BEL,Europe,Western Europe,11422068.0
308,Belgium,1,0,1,2020-02-29,26,BEL,Europe,Western Europe,11422068.0
309,Belgium,2,0,1,2020-03-01,27,BEL,Europe,Western Europe,11422068.0
310,Belgium,8,0,1,2020-03-02,28,BEL,Europe,Western Europe,11422068.0
311,Belgium,13,0,1,2020-03-03,29,BEL,Europe,Western Europe,11422068.0
312,Belgium,23,0,1,2020-03-04,30,BEL,Europe,Western Europe,11422068.0
313,Belgium,50,0,1,2020-03-05,31,BEL,Europe,Western Europe,11422068.0
314,Belgium,109,0,1,2020-03-06,32,BEL,Europe,Western Europe,11422068.0
315,Belgium,169,0,1,2020-03-07,33,BEL,Europe,Western Europe,11422068.0
316,Belgium,200,0,1,2020-03-08,34,BEL,Europe,Western Europe,11422068.0
317,Belgium,239,0,1,2020-03-09,35,BEL,Europe,Western Europe,11422068.0
318,Belgium,267,0,1,2020-03-10,36,BEL,Europe,Western Europe,11422068.0
319,Belgium,314,3,1,2020-03-11,37,BEL,Europe,Western Europe,11422068.0
320,Belgium,314,3,1,2020-03-12,38,BEL,Europe,Western Europe,11422068.0
321,Belgium,559,3,1,2020-03-13,39,BEL,Europe,Western Europe,11422068.0
