index,country,conf,deth,recv,ts,days,code,continent,sub_region,pop
723,Cruise Ship,705,4,10,2020-02-27,21,,,,
724,Cruise Ship,705,6,10,2020-02-28,22,,,,
725,Cruise Ship,705,6,10,2020-02-29,23,,,,
726,Cruise Ship,705,6,10,2020-03-01,24,,,,
727,Cruise Ship,705,6,10,2020-03-02,25,,,,
728,Cruise Ship,706,6,10,2020-03-03,26,,,,
729,Cruise Ship,706,6,10,2020-03-04,27,,,,
730,Cruise Ship,706,6,10,2020-03-05,28,,,,
731,Cruise Ship,696,6,40,2020-03-06,29,,,,
732,Cruise Ship,696,6,40,2020-03-07,30,,,,
733,Cruise Ship,696,6,40,2020-03-08,31,,,,
734,Cruise Ship,696,6,40,2020-03-09,32,,,,
735,Cruise Ship,696,6,40,2020-03-10,33,,,,
736,Cruise Ship,696,7,325,2020-03-11,34,,,,
737,Cruise Ship,696,7,325,2020-03-12,35,,,,
738,Cruise Ship,696,7,325,2020-03-13,36,,,,
739,Cruise Ship,696,7,325,2020-03-14,37,,,,
740,Cruise Ship,696,7,325,2020-03-15,38,,,,
741,Cruise Ship,696,7,325,2020-03-16,39,,,,
742,Cruise Ship,696,7,325,2020-03-17,40,,,,
743,Cruise Ship,712,7,325,2020-03-18,41,,,,
744,Cruise Ship,712,7,325,2020-03-19,42,,,,
745,Cuba,3,0,0,2020-03-12,1,CUB,Americas,Caribbean,11338138.0
746,Cuba,4,0,0,2020-03-13,2,CUB,Americas,Caribbean,11338138.0
747,Cuba,4,0,0,2020-03-14,3,CUB,Americas,Caribbean,11338138.0
748,Cuba,4,0,0,2020-03-15,4,CUB,Americas,Caribbean,11338138.0
749,Cuba,4,0,0,2020-03-16,5,CUB,Americas,Caribbean,11338138.0
750,Cuba,5,0,0,2020-03-17,6,CUB,Americas,Caribbean,11338138.0
751,Cuba,7,1,0,2020-03-18,7,CUB,Americas,Caribbean,11338138.0
752,Cuba,11,1,0,2020-03-19,8,CUB,Americas,Caribbean,11338138.0
753,Cyprus,2,0,0,2020-03-09,1,CYP,Asia,Western Asia,1189265.0
754,Cyprus,3,0,0,2020-03-10,2,CYP,Asia,Western Asia,1189265.0
755,Cyprus,6,0,0,2020-03-11,3,CYP,Asia,Western Asia,1189265.0
756,Cyprus,6,0,0,2020-03-12,4,CYP,Asia,Western Asia,1189265.0
757,Cyprus,14,0,0,2020-03-13,5,CYP,Asia,Western Asia,1189265.0
758,Cyprus,26,0,0,2020-03-14,6,CYP,Asia,Western Asia,1189265.0
759,Cyprus,26,0,0,2020-03-15,7,CYP,Asia,Western Asia,1189265.0
760,Cyprus,33,0,0,2020-03-16,8,CYP,Asia,Western Asia,1189265.0
761,Cyprus,46,0,0,2020-03-17,9,CYP,Asia,Western Asia,1189265.0
762,Cyprus,49,0,0,2020-03-18,10,CYP,Asia,Western Asia,1189265.0
763,Cyprus,67,0,0,2020-03-19,11,CYP,Asia,Western Asia,1189265.0
764,Czechia,3,0,0,2020-03-01,1,CZE,Europe,Eastern Europe,10625695.0
765,Czechia,3,0,0,2020-03-02,2,CZE,Europe,Eastern Europe,10625695.0
766,Czechia,5,0,0,2020-03-03,3,CZE,Europe,Eastern Europe,10625695.0
767,Czechia,8,0,0,2020-03-04,4,CZE,Europe,Eastern Europe,10625695.0
768,Czechia,12,0,0,2020-03-05,5,CZE,Europe,Eastern Europe,10625695.0
769,Czechia,18,0,0,2020-03-06,6,CZE,Europe,Eastern Europe,10625695.0
770,Czechia,19,0,0,2020-03-07,7,CZE,Europe,Eastern Europe,10625695.0
771,Czechia,31,0,0,2020-03-08,8,CZE,Europe,Eastern Europe,10625695.0
772,Czechia,31,0,0,2020-03-09,9,CZE,Europe,Eastern Europe,10625695.0
773,Czechia,41,0,0,2020-03-10,10,CZE,Europe,Eastern Europe,10625695.0
774,Czechia,91,0,0,2020-03-11,11,CZE,Europe,Eastern Europe,10625695.0
775,Czechia,94,0,0,2020-03-12,12,CZE,Europe,Eastern Europe,10625695.0
776,Czechia,141,0,0,2020-03-13,13,CZE,Europe,Eastern Europe,10625695.0
777,Czechia,189,0,0,2020-03-14,14,CZE,Europe,Eastern Europe,10625695.0
778,Czechia,253,0,0,2020-03-15,15,CZE,Europe,Eastern Europe,10625695.0
779,Czechia,298,0,3,2020-03-16,16,CZE,Europe,Eastern Europe,10625695.0
780,Czechia,396,0,3,2020-03-17,17,CZE,Europe,Eastern Europe,10625695.0
781,Czechia,464,0,3,2020-03-18,18,CZE,Europe,Eastern Europe,10625695.0
782,Czechia,694,0,3,2020-03-19,19,CZE,Europe,Eastern Europe,10625695.0
783,Denmark,1,0,0,2020-02-27,1,DNK,Europe,Northern Europe,5797446.0
784,Denmark,1,0,0,2020-02-28,2,DNK,Europe,Northern Europe,5797446.0
785,Denmark,3,0,0,2020-02-29,3,DNK,Europe,Northern Europe,5797446.0
786,Denmark,4,0,0,2020-03-01,4,DNK,Europe,Northern Europe,5797446.0
787,Denmark,4,0,0,2020-03-02,5,DNK,Europe,Northern Europe,5797446.0
788,Denmark,6,0,0,2020-03-03,6,DNK,Europe,Northern Europe,5797446.0
789,Denmark,11,0,0,2020-03-04,7,DNK,Europe,Northern Europe,5797446.0
790,Denmark,11,0,0,2020-03-05,8,DNK,Europe,Northern Europe,5797446.0
791,Denmark,24,0,1,2020-03-06,9,DNK,Europe,Northern Europe,5797446.0
792,Denmark,24,0,1,2020-03-07,10,DNK,Europe,Northern Europe,5797446.0
793,Denmark,37,0,1,2020-03-08,11,DNK,Europe,Northern Europe,5797446.0
794,Denmark,92,0,1,2020-03-09,12,DNK,Europe,Northern Europe,5797446.0
795,Denmark,264,0,1,2020-03-10,13,DNK,Europe,Northern Europe,5797446.0
796,Denmark,444,0,1,2020-03-11,14,DNK,Europe,Northern Europe,5797446.0
797,Denmark,617,0,1,2020-03-12,15,DNK,Europe,Northern Europe,5797446.0
798,Denmark,804,0,1,2020-03-13,16,DNK,Europe,Northern Europe,5797446.0
799,Denmark,836,1,1,2020-03-14,17,DNK,Europe,Northern Europe,5797446.0
800,Denmark,875,2,1,2020-03-15,18,DNK,Europe,Northern Europe,5797446.0
801,Denmark,933,3,1,2020-03-16,19,DNK,Europe,Northern Europe,5797446.0
802,Denmark,1025,4,1,2020-03-17,20,DNK,Europe,Northern Europe,5797446.0
803,Denmark,1116,4,1,2020-03-18,21,DNK,Europe,Northern Europe,5797446.0
804,Denmark,1225,6,1,2020-03-19,22,DNK,Europe,Northern Europe,5797446.0
805,Djibouti,1,0,0,2020-03-18,1,DJI,Africa,Eastern Africa,958920.0
806,Djibouti,1,0,0,2020-03-19,2,DJI,Africa,Eastern Africa,958920.0
807,Dominican Republic,1,0,0,2020-03-01,1,DOM,Americas,Caribbean,10627165.0
808,Dominican Republic,1,0,0,2020-03-02,2,DOM,Americas,Caribbean,10627165.0
809,Dominican Republic,1,0,0,2020-03-03,3,DOM,Americas,Caribbean,10627165.0
810,Dominican Republic,1,0,0,2020-03-04,4,DOM,Americas,Caribbean,10627165.0
811,Dominican Republic,1,0,0,2020-03-05,5,DOM,Americas,Caribbean,10627165.0
812,Dominican Republic,2,0,0,2020-03-06,6,DOM,Americas,Caribbean,10627165.0
813,Dominican Republic,2,0,0,2020-03-07,7,DOM,Americas,Caribbean,10627165.0
814,Dominican Republic,5,0,0,2020-03-08,8,DOM,Americas,Caribbean,10627165.0
815,Dominican Republic,5,0,0,2020-03-09,9,DOM,Americas,Caribbean,10627165.0
816,Dominican Republic,5,0,0,2020-03-10,10,DOM,Americas,Caribbean,10627165.0
817,Dominican Republic,5,0,0,2020-03-11,11,DOM,Americas,Caribbean,10627165.0
818,Dominican Republic,5,0,0,2020-03-12,12,DOM,Americas,Caribbean,10627165.0
819,Dominican Republic,5,0,0,2020-03-13,13,DOM,Americas,Caribbean,10627165.0
820,Dominican Republic,11,0,0,2020-03-14,14,DOM,Americas,Caribbean,10627165.0
821,Dominican Republic,11,0,0,2020-03-15,15,DOM,Americas,Caribbean,10627165.0
822,Dominican Republic,11,0,0,2020-03-16,16,DOM,Americas,Caribbean,10627165.0
823,Dominican Republic,21,1,0,2020-03-17,17,DOM,Americas,Caribbean,10627165.0
824,Dominican Republic,21,1,0,2020-03-18,18,DOM,Americas,Caribbean,10627165.0
825,Dominican Republic,34,2,0,2020-03-19,19,DOM,Americas,Caribbean,10627165.0
826,Ecuador,6,0,0,2020-03-01,1,ECU,Americas,South America,17084357.0
827,Ecuador,6,0,0,2020-03-02,2,ECU,Americas,South America,17084357.0
828,Ecuador,7,0,0,2020-03-03,3,ECU,Americas,South America,17084357.0
829,Ecuador,10,0,0,2020-03-04,4,ECU,Americas,South America,17084357.0
830,Ecuador,13,0,0,2020-03-05,5,ECU,Americas,South America,17084357.0
831,Ecuador,13,0,0,2020-03-06,6,ECU,Americas,South America,17084357.0
832,Ecuador,13,0,0,2020-03-07,7,ECU,Americas,South America,17084357.0
833,Ecuador,14,0,0,2020-03-08,8,ECU,Americas,South America,17084357.0
834,Ecuador,15,0,0,2020-03-09,9,ECU,Americas,South America,17084357.0
835,Ecuador,15,0,0,2020-03-10,10,ECU,Americas,South America,17084357.0
836,Ecuador,17,0,0,2020-03-11,11,ECU,Americas,South America,17084357.0
837,Ecuador,17,0,0,2020-03-12,12,ECU,Americas,South America,17084357.0
838,Ecuador,17,0,0,2020-03-13,13,ECU,Americas,South America,17084357.0
839,Ecuador,28,2,0,2020-03-14,14,ECU,Americas,South America,17084357.0
840,Ecuador,28,2,0,2020-03-15,15,ECU,Americas,South America,17084357.0
841,Ecuador,37,2,0,2020-03-16,16,ECU,Americas,South America,17084357.0
842,Ecuador,58,2,0,2020-03-17,17,ECU,Americas,South America,17084357.0
843,Ecuador,111,2,0,2020-03-18,18,ECU,Americas,South America,17084357.0
844,Ecuador,199,3,0,2020-03-19,19,ECU,Americas,South America,17084357.0
845,Egypt,1,0,0,2020-02-14,1,EGY,Africa,Northern Africa,98423595.0
846,Egypt,1,0,0,2020-02-15,2,EGY,Africa,Northern Africa,98423595.0
847,Egypt,1,0,0,2020-02-16,3,EGY,Africa,Northern Africa,98423595.0
848,Egypt,1,0,0,2020-02-17,4,EGY,Africa,Northern Africa,98423595.0
849,Egypt,1,0,0,2020-02-18,5,EGY,Africa,Northern Africa,98423595.0
850,Egypt,1,0,0,2020-02-19,6,EGY,Africa,Northern Africa,98423595.0
851,Egypt,1,0,0,2020-02-20,7,EGY,Africa,Northern Africa,98423595.0
852,Egypt,1,0,0,2020-02-21,8,EGY,Africa,Northern Africa,98423595.0
853,Egypt,1,0,0,2020-02-22,9,EGY,Africa,Northern Africa,98423595.0
854,Egypt,1,0,0,2020-02-23,10,EGY,Africa,Northern Africa,98423595.0
855,Egypt,1,0,0,2020-02-24,11,EGY,Africa,Northern Africa,98423595.0
856,Egypt,1,0,0,2020-02-25,12,EGY,Africa,Northern Africa,98423595.0
857,Egypt,1,0,0,2020-02-26,13,EGY,Africa,Northern Africa,98423595.0
858,Egypt,1,0,0,2020-02-27,14,EGY,Africa,Northern Africa,98423595.0
859,Egypt,1,0,1,2020-02-28,15,EGY,Africa,Northern Africa,98423595.0
860,Egypt,1,0,1,2020-02-29,16,EGY,Africa,Northern Africa,98423595.0
861,Egypt,2,0,1,2020-03-01,17,EGY,Africa,Northern Africa,98423595.0
862,Egypt,2,0,1,2020-03-02,18,EGY,Africa,Northern Africa,98423595.0
863,Egypt,2,0,1,2020-03-03,19,EGY,Africa,Northern Africa,98423595.0
864,Egypt,2,0,1,2020-03-04,20,EGY,Africa,Northern Africa,98423595.0
865,Egypt,3,0,1,2020-03-05,21,EGY,Africa,Northern Africa,98423595.0
866,Egypt,15,0,1,2020-03-06,22,EGY,Africa,Northern Africa,98423595.0
867,Egypt,15,0,1,2020-03-07,23,EGY,Africa,Northern Africa,98423595.0
868,Egypt,49,1,1,2020-03-08,24,EGY,Africa,Northern Africa,98423595.0
869,Egypt,55,1,1,2020-03-09,25,EGY,Africa,Northern Africa,98423595.0
870,Egypt,59,1,1,2020-03-10,26,EGY,Africa,Northern Africa,98423595.0
871,Egypt,60,1,27,2020-03-11,27,EGY,Africa,Northern Africa,98423595.0
872,Egypt,67,1,27,2020-03-12,28,EGY,Africa,Northern Africa,98423595.0
873,Egypt,80,2,27,2020-03-13,29,EGY,Africa,Northern Africa,98423595.0
874,Egypt,109,2,27,2020-03-14,30,EGY,Africa,Northern Africa,98423595.0
875,Egypt,110,2,21,2020-03-15,31,EGY,Africa,Northern Africa,98423595.0
876,Egypt,150,2,27,2020-03-16,32,EGY,Africa,Northern Africa,98423595.0
877,Egypt,196,4,32,2020-03-17,33,EGY,Africa,Northern Africa,98423595.0
878,Egypt,196,6,32,2020-03-18,34,EGY,Africa,Northern Africa,98423595.0
879,Egypt,256,6,32,2020-03-19,35,EGY,Africa,Northern Africa,98423595.0
880,El Salvador,1,0,0,2020-03-19,1,SLV,Americas,Central America,6420744.0
881,Equatorial Guinea,1,0,0,2020-03-15,1,GNQ,Africa,Middle Africa,1308974.0
882,Equatorial Guinea,1,0,0,2020-03-16,2,GNQ,Africa,Middle Africa,1308974.0
883,Equatorial Guinea,1,0,0,2020-03-17,3,GNQ,Africa,Middle Africa,1308974.0
884,Equatorial Guinea,4,0,0,2020-03-18,4,GNQ,Africa,Middle Africa,1308974.0
885,Equatorial Guinea,6,0,0,2020-03-19,5,GNQ,Africa,Middle Africa,1308974.0
886,Estonia,1,0,0,2020-02-27,1,EST,Europe,Northern Europe,1320884.0
887,Estonia,1,0,0,2020-02-28,2,EST,Europe,Northern Europe,1320884.0
888,Estonia,1,0,0,2020-02-29,3,EST,Europe,Northern Europe,1320884.0
889,Estonia,1,0,0,2020-03-01,4,EST,Europe,Northern Europe,1320884.0
890,Estonia,1,0,0,2020-03-02,5,EST,Europe,Northern Europe,1320884.0
891,Estonia,2,0,0,2020-03-03,6,EST,Europe,Northern Europe,1320884.0
892,Estonia,2,0,0,2020-03-04,7,EST,Europe,Northern Europe,1320884.0
893,Estonia,3,0,0,2020-03-05,8,EST,Europe,Northern Europe,1320884.0
894,Estonia,10,0,0,2020-03-06,9,EST,Europe,Northern Europe,1320884.0
895,Estonia,10,0,0,2020-03-07,10,EST,Europe,Northern Europe,1320884.0
896,Estonia,10,0,0,2020-03-08,11,EST,Europe,Northern Europe,1320884.0
897,Estonia,10,0,0,2020-03-09,12,EST,Europe,Northern Europe,1320884.0
898,Estonia,12,0,0,2020-03-10,13,EST,Europe,Northern Europe,1320884.0
899,Estonia,16,0,0,2020-03-11,14,EST,Europe,Northern Europe,1320884.0
900,Estonia,16,0,0,2020-03-12,15,EST,Europe,Northern Europe,1320884.0
901,Estonia,79,0,0,2020-03-13,16,EST,Europe,Northern Europe,1320884.0
902,Estonia,115,0,0,2020-03-14,17,EST,Europe,Northern Europe,1320884.0
903,Estonia,171,0,1,2020-03-15,18,EST,Europe,Northern Europe,1320884.0
904,Estonia,205,0,1,2020-03-16,19,EST,Europe,Northern Europe,1320884.0
905,Estonia,225,0,1,2020-03-17,20,EST,Europe,Northern Europe,1320884.0
906,Estonia,258,0,1,2020-03-18,21,EST,Europe,Northern Europe,1320884.0
907,Estonia,267,0,1,2020-03-19,22,EST,Europe,Northern Europe,1320884.0
908,Eswatini,1,0,0,2020-03-14,1,SWZ,Africa,Southern Africa,1136191.0
909,Eswatini,1,0,0,2020-03-15,2,SWZ,Africa,Southern Africa,1136191.0
910,Eswatini,1,0,0,2020-03-16,3,SWZ,Africa,Southern Africa,1136191.0
911,Eswatini,1,0,0,2020-03-17,4,SWZ,Africa,Southern Africa,1136191.0
912,Eswatini,1,0,0,2020-03-18,5,SWZ,Africa,Southern Africa,1136191.0
913,Eswatini,1,0,0,2020-03-19,6,SWZ,Africa,Southern Africa,1136191.0
914,Ethiopia,1,0,0,2020-03-13,1,ETH,Africa,Eastern Africa,109224559.0
915,Ethiopia,1,0,0,2020-03-14,2,ETH,Africa,Eastern Africa,109224559.0
916,Ethiopia,1,0,0,2020-03-15,3,ETH,Africa,Eastern Africa,109224559.0
917,Ethiopia,5,0,0,2020-03-16,4,ETH,Africa,Eastern Africa,109224559.0
918,Ethiopia,5,0,0,2020-03-17,5,ETH,Africa,Eastern Africa,109224559.0
919,Ethiopia,6,0,0,2020-03-18,6,ETH,Africa,Eastern Africa,109224559.0
920,Ethiopia,6,0,0,2020-03-19,7,ETH,Africa,Eastern Africa,109224559.0
921,Fiji,1,0,0,2020-03-19,1,FJI,Oceania,Melanesia,883483.0
922,Finland,1,0,0,2020-01-29,1,FIN,Europe,Northern Europe,5518050.0
923,Finland,1,0,0,2020-01-30,2,FIN,Europe,Northern Europe,5518050.0
924,Finland,1,0,0,2020-01-31,3,FIN,Europe,Northern Europe,5518050.0
925,Finland,1,0,0,2020-02-01,4,FIN,Europe,Northern Europe,5518050.0
926,Finland,1,0,0,2020-02-02,5,FIN,Europe,Northern Europe,5518050.0
927,Finland,1,0,0,2020-02-03,6,FIN,Europe,Northern Europe,5518050.0
928,Finland,1,0,0,2020-02-04,7,FIN,Europe,Northern Europe,5518050.0
929,Finland,1,0,0,2020-02-05,8,FIN,Europe,Northern Europe,5518050.0
930,Finland,1,0,0,2020-02-06,9,FIN,Europe,Northern Europe,5518050.0
931,Finland,1,0,0,2020-02-07,10,FIN,Europe,Northern Europe,5518050.0
932,Finland,1,0,0,2020-02-08,11,FIN,Europe,Northern Europe,5518050.0
933,Finland,1,0,0,2020-02-09,12,FIN,Europe,Northern Europe,5518050.0
934,Finland,1,0,0,2020-02-10,13,FIN,Europe,Northern Europe,5518050.0
935,Finland,1,0,0,2020-02-11,14,FIN,Europe,Northern Europe,5518050.0
936,Finland,1,0,1,2020-02-12,15,FIN,Europe,Northern Europe,5518050.0
937,Finland,1,0,1,2020-02-13,16,FIN,Europe,Northern Europe,5518050.0
938,Finland,1,0,1,2020-02-14,17,FIN,Europe,Northern Europe,5518050.0
939,Finland,1,0,1,2020-02-15,18,FIN,Europe,Northern Europe,5518050.0
940,Finland,1,0,1,2020-02-16,19,FIN,Europe,Northern Europe,5518050.0
941,Finland,1,0,1,2020-02-17,20,FIN,Europe,Northern Europe,5518050.0
942,Finland,1,0,1,2020-02-18,21,FIN,Europe,Northern Europe,5518050.0
943,Finland,1,0,1,2020-02-19,22,FIN,Europe,Northern Europe,5518050.0
944,Finland,1,0,1,2020-02-20,23,FIN,Europe,Northern Europe,5518050.0
945,Finland,1,0,1,2020-02-21,24,FIN,Europe,Northern Europe,5518050.0
946,Finland,1,0,1,2020-02-22,25,FIN,Europe,Northern Europe,5518050.0
947,Finland,1,0,1,2020-02-23,26,FIN,Europe,Northern Europe,5518050.0
948,Finland,1,0,1,2020-02-24,27,FIN,Europe,Northern Europe,5518050.0
949,Finland,1,0,1,2020-02-25,28,FIN,Europe,Northern Europe,5518050.0
950,Finland,2,0,1,2020-02-26,29,FIN,Europe,Northern Europe,5518050.0
951,Finland,2,0,1,2020-02-27,30,FIN,Europe,Northern Europe,5518050.0
952,Finland,2,0,1,2020-02-28,31,FIN,Europe,Northern Europe,5518050.0
953,Finland,3,0,1,2020-02-29,32,FIN,Europe,Northern Europe,5518050.0
954,Finland,6,0,1,2020-03-01,33,FIN,Europe,Northern Europe,5518050.0
955,Finland,6,0,1,2020-03-02,34,FIN,Europe,Northern Europe,5518050.0
956,Finland,6,0,1,2020-03-03,35,FIN,Europe,Northern Europe,5518050.0
957,Finland,6,0,1,2020-03-04,36,FIN,Europe,Northern Europe,5518050.0
958,Finland,12,0,1,2020-03-05,37,FIN,Europe,Northern Europe,5518050.0
959,Finland,15,0,1,2020-03-06,38,FIN,Europe,Northern Europe,5518050.0
960,Finland,15,0,1,2020-03-07,39,FIN,Europe,Northern Europe,5518050.0
961,Finland,23,0,1,2020-03-08,40,FIN,Europe,Northern Europe,5518050.0
962,Finland,30,0,1,2020-03-09,41,FIN,Europe,Northern Europe,5518050.0
963,Finland,40,0,1,2020-03-10,42,FIN,Europe,Northern Europe,5518050.0
964,Finland,59,0,1,2020-03-11,43,FIN,Europe,Northern Europe,5518050.0
965,Finland,59,0,1,2020-03-12,44,FIN,Europe,Northern Europe,5518050.0
966,Finland,155,0,1,2020-03-13,45,FIN,Europe,Northern Europe,5518050.0
967,Finland,225,0,1,2020-03-14,46,FIN,Europe,Northern Europe,5518050.0
968,Finland,244,0,10,2020-03-15,47,FIN,Europe,Northern Europe,5518050.0
969,Finland,277,0,10,2020-03-16,48,FIN,Europe,Northern Europe,5518050.0
970,Finland,321,0,10,2020-03-17,49,FIN,Europe,Northern Europe,5518050.0
971,Finland,336,0,10,2020-03-18,50,FIN,Europe,Northern Europe,5518050.0
972,Finland,400,0,10,2020-03-19,51,FIN,Europe,Northern Europe,5518050.0
973,France,2,0,0,2020-01-24,1,FRA,Europe,Western Europe,66987244.0
974,France,3,0,0,2020-01-25,2,FRA,Europe,Western Europe,66987244.0
975,France,3,0,0,2020-01-26,3,FRA,Europe,Western Europe,66987244.0
976,France,3,0,0,2020-01-27,4,FRA,Europe,Western Europe,66987244.0
977,France,4,0,0,2020-01-28,5,FRA,Europe,Western Europe,66987244.0
978,France,5,0,0,2020-01-29,6,FRA,Europe,Western Europe,66987244.0
979,France,5,0,0,2020-01-30,7,FRA,Europe,Western Europe,66987244.0
980,France,5,0,0,2020-01-31,8,FRA,Europe,Western Europe,66987244.0
981,France,6,0,0,2020-02-01,9,FRA,Europe,Western Europe,66987244.0
982,France,6,0,0,2020-02-02,10,FRA,Europe,Western Europe,66987244.0
983,France,6,0,0,2020-02-03,11,FRA,Europe,Western Europe,66987244.0
984,France,6,0,0,2020-02-04,12,FRA,Europe,Western Europe,66987244.0
985,France,6,0,0,2020-02-05,13,FRA,Europe,Western Europe,66987244.0
986,France,6,0,0,2020-02-06,14,FRA,Europe,Western Europe,66987244.0
987,France,6,0,0,2020-02-07,15,FRA,Europe,Western Europe,66987244.0
988,France,11,0,0,2020-02-08,16,FRA,Europe,Western Europe,66987244.0
989,France,11,0,0,2020-02-09,17,FRA,Europe,Western Europe,66987244.0
990,France,11,0,0,2020-02-10,18,FRA,Europe,Western Europe,66987244.0
991,France,11,0,0,2020-02-11,19,FRA,Europe,Western Europe,66987244.0
992,France,11,0,2,2020-02-12,20,FRA,Europe,Western Europe,66987244.0
993,France,11,0,2,2020-02-13,21,FRA,Europe,Western Europe,66987244.0
994,France,11,0,2,2020-02-14,22,FRA,Europe,Western Europe,66987244.0
995,France,12,1,4,2020-02-15,23,FRA,Europe,Western Europe,66987244.0
996,France,12,1,4,2020-02-16,24,FRA,Europe,Western Europe,66987244.0
997,France,12,1,4,2020-02-17,25,FRA,Europe,Western Europe,66987244.0
998,France,12,1,4,2020-02-18,26,FRA,Europe,Western Europe,66987244.0
999,France,12,1,4,2020-02-19,27,FRA,Europe,Western Europe,66987244.0
1000,France,12,1,4,2020-02-20,28,FRA,Europe,Western Europe,66987244.0
1001,France,12,1,4,2020-02-21,29,FRA,Europe,Western Europe,66987244.0
1002,France,12,1,4,2020-02-22,30,FRA,Europe,Western Europe,66987244.0
1003,France,12,1,4,2020-02-23,31,FRA,Europe,Western Europe,66987244.0
1004,France,12,1,4,2020-02-24,32,FRA,Europe,Western Europe,66987244.0
1005,France,14,1,11,2020-02-25,33,FRA,Europe,Western Europe,66987244.0
1006,France,18,2,11,2020-02-26,34,FRA,Europe,Western Europe,66987244.0
1007,France,38,2,11,2020-02-27,35,FRA,Europe,Western Europe,66987244.0
1008,France,57,2,11,2020-02-28,36,FRA,Europe,Western Europe,66987244.0
1009,France,100,2,12,2020-02-29,37,FRA,Europe,Western Europe,66987244.0
1010,France,130,2,12,2020-03-01,38,FRA,Europe,Western Europe,66987244.0
1011,France,191,3,12,2020-03-02,39,FRA,Europe,Western Europe,66987244.0
1012,France,204,4,12,2020-03-03,40,FRA,Europe,Western Europe,66987244.0
1013,France,288,4,12,2020-03-04,41,FRA,Europe,Western Europe,66987244.0
1014,France,380,6,12,2020-03-05,42,FRA,Europe,Western Europe,66987244.0
1015,France,656,9,12,2020-03-06,43,FRA,Europe,Western Europe,66987244.0
1016,France,957,11,12,2020-03-07,44,FRA,Europe,Western Europe,66987244.0
1017,France,1134,19,12,2020-03-08,45,FRA,Europe,Western Europe,66987244.0
1018,France,1217,19,12,2020-03-09,46,FRA,Europe,Western Europe,66987244.0
1019,France,1792,33,12,2020-03-10,47,FRA,Europe,Western Europe,66987244.0
1020,France,2290,48,12,2020-03-11,48,FRA,Europe,Western Europe,66987244.0
1021,France,2290,48,12,2020-03-12,49,FRA,Europe,Western Europe,66987244.0
1022,France,3678,79,12,2020-03-13,50,FRA,Europe,Western Europe,66987244.0
1023,France,4487,91,12,2020-03-14,51,FRA,Europe,Western Europe,66987244.0
1024,France,4523,91,12,2020-03-15,52,FRA,Europe,Western Europe,66987244.0
1025,France,6668,148,12,2020-03-16,53,FRA,Europe,Western Europe,66987244.0
1026,France,7699,148,12,2020-03-17,54,FRA,Europe,Western Europe,66987244.0
1027,France,9105,148,12,2020-03-18,55,FRA,Europe,Western Europe,66987244.0
1028,France,10947,243,12,2020-03-19,56,FRA,Europe,Western Europe,66987244.0
1029,Gabon,1,0,0,2020-03-14,1,GAB,Africa,Middle Africa,2119275.0
1030,Gabon,1,0,0,2020-03-15,2,GAB,Africa,Middle Africa,2119275.0
1031,Gabon,1,0,0,2020-03-16,3,GAB,Africa,Middle Africa,2119275.0
1032,Gabon,1,0,0,2020-03-17,4,GAB,Africa,Middle Africa,2119275.0
1033,Gabon,1,0,0,2020-03-18,5,GAB,Africa,Middle Africa,2119275.0
1034,Gabon,1,0,0,2020-03-19,6,GAB,Africa,Middle Africa,2119275.0
1035,"Gambia, The",1,0,0,2020-03-17,1,GMB,Africa,Western Africa,2280102.0
1036,"Gambia, The",1,0,0,2020-03-18,2,GMB,Africa,Western Africa,2280102.0
1037,"Gambia, The",1,0,0,2020-03-19,3,GMB,Africa,Western Africa,2280102.0
1038,Georgia,1,0,0,2020-02-26,1,GEO,Asia,Western Asia,3731000.0
1039,Georgia,1,0,0,2020-02-27,2,GEO,Asia,Western Asia,3731000.0
1040,Georgia,1,0,0,2020-02-28,3,GEO,Asia,Western Asia,3731000.0
1041,Georgia,1,0,0,2020-02-29,4,GEO,Asia,Western Asia,3731000.0
1042,Georgia,3,0,0,2020-03-01,5,GEO,Asia,Western Asia,3731000.0
1043,Georgia,3,0,0,2020-03-02,6,GEO,Asia,Western Asia,3731000.0
1044,Georgia,3,0,0,2020-03-03,7,GEO,Asia,Western Asia,3731000.0
1045,Georgia,3,0,0,2020-03-04,8,GEO,Asia,Western Asia,3731000.0
1046,Georgia,4,0,0,2020-03-05,9,GEO,Asia,Western Asia,3731000.0
1047,Georgia,4,0,0,2020-03-06,10,GEO,Asia,Western Asia,3731000.0
1048,Georgia,4,0,0,2020-03-07,11,GEO,Asia,Western Asia,3731000.0
1049,Georgia,13,0,0,2020-03-08,12,GEO,Asia,Western Asia,3731000.0
1050,Georgia,15,0,0,2020-03-09,13,GEO,Asia,Western Asia,3731000.0
1051,Georgia,15,0,0,2020-03-10,14,GEO,Asia,Western Asia,3731000.0
1052,Georgia,24,0,0,2020-03-11,15,GEO,Asia,Western Asia,3731000.0
1053,Georgia,24,0,0,2020-03-12,16,GEO,Asia,Western Asia,3731000.0
1054,Georgia,25,0,0,2020-03-13,17,GEO,Asia,Western Asia,3731000.0
1055,Georgia,30,0,0,2020-03-14,18,GEO,Asia,Western Asia,3731000.0
1056,Georgia,33,0,0,2020-03-15,19,GEO,Asia,Western Asia,3731000.0
1057,Georgia,33,0,1,2020-03-16,20,GEO,Asia,Western Asia,3731000.0
1058,Georgia,34,0,1,2020-03-17,21,GEO,Asia,Western Asia,3731000.0
