index,country,conf,deth,recv,ts,days
3067,United Kingdom,51,0,8,2020-03-03,33
3068,United Kingdom,86,0,8,2020-03-04,34
3069,United Kingdom,116,1,8,2020-03-05,35
3070,United Kingdom,164,2,8,2020-03-06,36
3071,United Kingdom,207,2,18,2020-03-07,37
3072,United Kingdom,274,3,18,2020-03-08,38
3073,United Kingdom,322,4,18,2020-03-09,39
3074,United Kingdom,384,6,19,2020-03-10,40
3075,United Kingdom,459,8,19,2020-03-11,41
3076,United Kingdom,459,8,19,2020-03-12,42
3077,United Kingdom,802,8,19,2020-03-13,43
3078,United Kingdom,1144,21,19,2020-03-14,44
3079,United Kingdom,1145,21,19,2020-03-15,45
3080,United Kingdom,1551,56,21,2020-03-16,46
3081,United Kingdom,1960,56,53,2020-03-17,47
3082,United Kingdom,2642,72,67,2020-03-18,48
3083,United Kingdom,2716,138,67,2020-03-19,49
3084,Uruguay,4,0,0,2020-03-14,1
3085,Uruguay,4,0,0,2020-03-15,2
3086,Uruguay,8,0,0,2020-03-16,3
3087,Uruguay,29,0,0,2020-03-17,4
3088,Uruguay,50,0,0,2020-03-18,5
3089,Uruguay,79,0,0,2020-03-19,6
3090,Uzbekistan,1,0,0,2020-03-15,1
3091,Uzbekistan,6,0,0,2020-03-16,2
3092,Uzbekistan,10,0,0,2020-03-17,3
3093,Uzbekistan,15,0,0,2020-03-18,4
3094,Uzbekistan,23,0,0,2020-03-19,5
3095,Venezuela,2,0,0,2020-03-14,1
3096,Venezuela,10,0,0,2020-03-15,2
3097,Venezuela,17,0,0,2020-03-16,3
3098,Venezuela,33,0,0,2020-03-17,4
3099,Venezuela,36,0,0,2020-03-18,5
3100,Venezuela,42,0,0,2020-03-19,6
3101,Vietnam,2,0,0,2020-01-23,1
3102,Vietnam,2,0,0,2020-01-24,2
3103,Vietnam,2,0,0,2020-01-25,3
3104,Vietnam,2,0,0,2020-01-26,4
3105,Vietnam,2,0,0,2020-01-27,5
3106,Vietnam,2,0,0,2020-01-28,6
3107,Vietnam,2,0,0,2020-01-29,7
3108,Vietnam,2,0,0,2020-01-30,8
3109,Vietnam,2,0,0,2020-01-31,9
3110,Vietnam,6,0,1,2020-02-01,10
3111,Vietnam,6,0,1,2020-02-02,11
3112,Vietnam,8,0,1,2020-02-03,12
3113,Vietnam,8,0,1,2020-02-04,13
3114,Vietnam,8,0,1,2020-02-05,14
3115,Vietnam,10,0,1,2020-02-06,15
3116,Vietnam,10,0,1,2020-02-07,16
3117,Vietnam,13,0,1,2020-02-08,17
3118,Vietnam,13,0,1,2020-02-09,18
3119,Vietnam,14,0,1,2020-02-10,19
3120,Vietnam,15,0,6,2020-02-11,20
3121,Vietnam,15,0,6,2020-02-12,21
3122,Vietnam,16,0,7,2020-02-13,22
3123,Vietnam,16,0,7,2020-02-14,23
3124,Vietnam,16,0,7,2020-02-15,24
3125,Vietnam,16,0,7,2020-02-16,25
3126,Vietnam,16,0,7,2020-02-17,26
3127,Vietnam,16,0,7,2020-02-18,27
3128,Vietnam,16,0,7,2020-02-19,28
3129,Vietnam,16,0,7,2020-02-20,29
3130,Vietnam,16,0,14,2020-02-21,30
3131,Vietnam,16,0,14,2020-02-22,31
3132,Vietnam,16,0,14,2020-02-23,32
3133,Vietnam,16,0,14,2020-02-24,33
3134,Vietnam,16,0,16,2020-02-25,34
3135,Vietnam,16,0,16,2020-02-26,35
3136,Vietnam,16,0,16,2020-02-27,36
3137,Vietnam,16,0,16,2020-02-28,37
3138,Vietnam,16,0,16,2020-02-29,38
3139,Vietnam,16,0,16,2020-03-01,39
3140,Vietnam,16,0,16,2020-03-02,40
3141,Vietnam,16,0,16,2020-03-03,41
3142,Vietnam,16,0,16,2020-03-04,42
3143,Vietnam,16,0,16,2020-03-05,43
3144,Vietnam,16,0,16,2020-03-06,44
3145,Vietnam,18,0,16,2020-03-07,45
3146,Vietnam,30,0,16,2020-03-08,46
3147,Vietnam,30,0,16,2020-03-09,47
3148,Vietnam,31,0,16,2020-03-10,48
3149,Vietnam,38,0,16,2020-03-11,49
3150,Vietnam,39,0,16,2020-03-12,50
3151,Vietnam,47,0,16,2020-03-13,51
3152,Vietnam,53,0,16,2020-03-14,52
3153,Vietnam,56,0,16,2020-03-15,53
3154,Vietnam,61,0,16,2020-03-16,54
3155,Vietnam,66,0,16,2020-03-17,55
3156,Vietnam,75,0,16,2020-03-18,56
3157,Vietnam,85,0,16,2020-03-19,57
3158,Zambia,2,0,0,2020-03-18,1
3159,Zambia,2,0,0,2020-03-19,2
