index,country,conf,deth,recv,ts,days
0,Afghanistan,1,0,0,2020-02-24,1
1,Afghanistan,1,0,0,2020-02-25,2
2,Afghanistan,1,0,0,2020-02-26,3
3,Afghanistan,1,0,0,2020-02-27,4
4,Afghanistan,1,0,0,2020-02-28,5
5,Afghanistan,1,0,0,2020-02-29,6
6,Afghanistan,1,0,0,2020-03-01,7
7,Afghanistan,1,0,0,2020-03-02,8
8,Afghanistan,1,0,0,2020-03-03,9
9,Afghanistan,1,0,0,2020-03-04,10
10,Afghanistan,1,0,0,2020-03-05,11
11,Afghanistan,1,0,0,2020-03-06,12
12,Afghanistan,1,0,0,2020-03-07,13
13,Afghanistan,4,0,0,2020-03-08,14
14,Afghanistan,4,0,0,2020-03-09,15
15,Afghanistan,5,0,0,2020-03-10,16
16,Afghanistan,7,0,0,2020-03-11,17
17,Afghanistan,7,0,0,2020-03-12,18
18,Afghanistan,7,0,0,2020-03-13,19
19,Afghanistan,11,0,0,2020-03-14,20
20,Afghanistan,16,0,0,2020-03-15,21
21,Afghanistan,21,0,1,2020-03-16,22
22,Afghanistan,22,0,1,2020-03-17,23
23,Afghanistan,22,0,1,2020-03-18,24
24,Afghanistan,22,0,1,2020-03-19,25
25,Albania,2,0,0,2020-03-09,1
26,Albania,10,0,0,2020-03-10,2
27,Albania,12,1,0,2020-03-11,3
28,Albania,23,1,0,2020-03-12,4
29,Albania,33,1,0,2020-03-13,5
30,Albania,38,1,0,2020-03-14,6
31,Albania,42,1,0,2020-03-15,7
32,Albania,51,1,0,2020-03-16,8
33,Albania,55,1,0,2020-03-17,9
34,Albania,59,2,0,2020-03-18,10
35,Albania,64,2,0,2020-03-19,11
36,Algeria,1,0,0,2020-02-25,1
37,Algeria,1,0,0,2020-02-26,2
38,Algeria,1,0,0,2020-02-27,3
39,Algeria,1,0,0,2020-02-28,4
40,Algeria,1,0,0,2020-02-29,5
41,Algeria,1,0,0,2020-03-01,6
42,Algeria,3,0,0,2020-03-02,7
43,Algeria,5,0,0,2020-03-03,8
44,Algeria,12,0,0,2020-03-04,9
45,Algeria,12,0,0,2020-03-05,10
46,Algeria,17,0,0,2020-03-06,11
47,Algeria,17,0,0,2020-03-07,12
48,Algeria,19,0,0,2020-03-08,13
49,Algeria,20,0,0,2020-03-09,14
50,Algeria,20,0,0,2020-03-10,15
51,Algeria,20,0,0,2020-03-11,16
52,Algeria,24,1,8,2020-03-12,17
53,Algeria,26,2,8,2020-03-13,18
54,Algeria,37,3,12,2020-03-14,19
55,Algeria,48,4,12,2020-03-15,20
56,Algeria,54,4,12,2020-03-16,21
57,Algeria,60,4,12,2020-03-17,22
58,Algeria,74,7,12,2020-03-18,23
59,Algeria,87,9,32,2020-03-19,24
60,Andorra,1,0,0,2020-03-02,1
61,Andorra,1,0,0,2020-03-03,2
62,Andorra,1,0,0,2020-03-04,3
63,Andorra,1,0,0,2020-03-05,4
64,Andorra,1,0,0,2020-03-06,5
65,Andorra,1,0,0,2020-03-07,6
66,Andorra,1,0,0,2020-03-08,7
67,Andorra,1,0,0,2020-03-09,8
68,Andorra,1,0,0,2020-03-10,9
69,Andorra,1,0,0,2020-03-11,10
70,Andorra,1,0,1,2020-03-12,11
71,Andorra,1,0,0,2020-03-13,12
72,Andorra,1,0,1,2020-03-14,13
73,Andorra,1,0,1,2020-03-15,14
74,Andorra,2,0,1,2020-03-16,15
75,Andorra,39,0,1,2020-03-17,16
76,Andorra,39,0,1,2020-03-18,17
77,Andorra,53,0,1,2020-03-19,18
78,Antigua and Barbuda,1,0,0,2020-03-13,1
79,Antigua and Barbuda,1,0,0,2020-03-14,2
80,Antigua and Barbuda,1,0,0,2020-03-15,3
81,Antigua and Barbuda,1,0,0,2020-03-16,4
82,Antigua and Barbuda,1,0,0,2020-03-17,5
83,Antigua and Barbuda,1,0,0,2020-03-18,6
84,Antigua and Barbuda,1,0,0,2020-03-19,7
85,Argentina,1,0,0,2020-03-03,1
86,Argentina,1,0,0,2020-03-04,2
87,Argentina,1,0,0,2020-03-05,3
88,Argentina,2,0,0,2020-03-06,4
89,Argentina,8,0,0,2020-03-07,5
90,Argentina,12,1,0,2020-03-08,6
91,Argentina,12,1,0,2020-03-09,7
92,Argentina,17,1,0,2020-03-10,8
93,Argentina,19,1,0,2020-03-11,9
94,Argentina,19,1,0,2020-03-12,10
95,Argentina,31,2,0,2020-03-13,11
96,Argentina,34,2,1,2020-03-14,12
97,Argentina,45,2,1,2020-03-15,13
98,Argentina,56,2,1,2020-03-16,14
99,Argentina,68,2,3,2020-03-17,15
100,Argentina,79,2,3,2020-03-18,16
101,Argentina,97,3,3,2020-03-19,17
102,Armenia,1,0,0,2020-03-01,1
103,Armenia,1,0,0,2020-03-02,2
104,Armenia,1,0,0,2020-03-03,3
105,Armenia,1,0,0,2020-03-04,4
106,Armenia,1,0,0,2020-03-05,5
107,Armenia,1,0,0,2020-03-06,6
108,Armenia,1,0,0,2020-03-07,7
109,Armenia,1,0,0,2020-03-08,8
110,Armenia,1,0,0,2020-03-09,9
111,Armenia,1,0,0,2020-03-10,10
112,Armenia,1,0,0,2020-03-11,11
113,Armenia,4,0,0,2020-03-12,12
114,Armenia,8,0,0,2020-03-13,13
115,Armenia,18,0,0,2020-03-14,14
116,Armenia,26,0,0,2020-03-15,15
117,Armenia,52,0,0,2020-03-16,16
118,Armenia,78,0,1,2020-03-17,17
119,Armenia,84,0,1,2020-03-18,18
120,Armenia,115,0,1,2020-03-19,19
121,Australia,4,0,0,2020-01-26,1
122,Australia,5,0,0,2020-01-27,2
123,Australia,5,0,0,2020-01-28,3
124,Australia,6,0,0,2020-01-29,4
125,Australia,9,0,2,2020-01-30,5
126,Australia,9,0,2,2020-01-31,6
127,Australia,12,0,2,2020-02-01,7
128,Australia,12,0,2,2020-02-02,8
129,Australia,12,0,2,2020-02-03,9
130,Australia,13,0,2,2020-02-04,10
131,Australia,13,0,2,2020-02-05,11
132,Australia,14,0,2,2020-02-06,12
133,Australia,15,0,2,2020-02-07,13
134,Australia,15,0,2,2020-02-08,14
135,Australia,15,0,2,2020-02-09,15
136,Australia,15,0,2,2020-02-10,16
137,Australia,15,0,2,2020-02-11,17
138,Australia,15,0,2,2020-02-12,18
139,Australia,15,0,8,2020-02-13,19
140,Australia,15,0,8,2020-02-14,20
141,Australia,15,0,8,2020-02-15,21
142,Australia,15,0,8,2020-02-16,22
143,Australia,15,0,10,2020-02-17,23
144,Australia,15,0,10,2020-02-18,24
145,Australia,15,0,10,2020-02-19,25
146,Australia,15,0,10,2020-02-20,26
147,Australia,19,0,11,2020-02-21,27
148,Australia,22,0,11,2020-02-22,28
149,Australia,22,0,11,2020-02-23,29
150,Australia,22,0,11,2020-02-24,30
151,Australia,22,0,11,2020-02-25,31
152,Australia,22,0,11,2020-02-26,32
153,Australia,23,0,11,2020-02-27,33
154,Australia,23,0,11,2020-02-28,34
155,Australia,25,0,11,2020-02-29,35
156,Australia,27,1,11,2020-03-01,36
157,Australia,30,1,11,2020-03-02,37
158,Australia,39,1,11,2020-03-03,38
159,Australia,52,2,11,2020-03-04,39
160,Australia,55,2,21,2020-03-05,40
161,Australia,60,2,21,2020-03-06,41
162,Australia,63,2,21,2020-03-07,42
163,Australia,76,3,21,2020-03-08,43
164,Australia,91,3,21,2020-03-09,44
165,Australia,107,3,21,2020-03-10,45
166,Australia,128,3,21,2020-03-11,46
167,Australia,128,3,21,2020-03-12,47
168,Australia,200,3,23,2020-03-13,48
169,Australia,250,3,23,2020-03-14,49
170,Australia,297,3,23,2020-03-15,50
171,Australia,377,3,23,2020-03-16,51
172,Australia,452,5,23,2020-03-17,52
173,Australia,568,6,23,2020-03-18,53
174,Australia,681,6,26,2020-03-19,54
175,Austria,2,0,0,2020-02-25,1
176,Austria,2,0,0,2020-02-26,2
177,Austria,3,0,0,2020-02-27,3
178,Austria,3,0,0,2020-02-28,4
179,Austria,9,0,0,2020-02-29,5
180,Austria,14,0,0,2020-03-01,6
181,Austria,18,0,0,2020-03-02,7
182,Austria,21,0,0,2020-03-03,8
183,Austria,29,0,0,2020-03-04,9
184,Austria,41,0,0,2020-03-05,10
185,Austria,55,0,0,2020-03-06,11
186,Austria,79,0,0,2020-03-07,12
187,Austria,104,0,0,2020-03-08,13
188,Austria,131,0,2,2020-03-09,14
189,Austria,182,0,4,2020-03-10,15
190,Austria,246,0,4,2020-03-11,16
191,Austria,302,1,4,2020-03-12,17
192,Austria,504,1,6,2020-03-13,18
193,Austria,655,1,6,2020-03-14,19
194,Austria,860,1,6,2020-03-15,20
195,Austria,1018,3,6,2020-03-16,21
196,Austria,1332,3,1,2020-03-17,22
197,Austria,1646,4,9,2020-03-18,23
198,Austria,2013,6,9,2020-03-19,24
199,Azerbaijan,3,0,0,2020-03-01,1
200,Azerbaijan,3,0,0,2020-03-02,2
201,Azerbaijan,3,0,0,2020-03-03,3
202,Azerbaijan,3,0,0,2020-03-04,4
203,Azerbaijan,6,0,0,2020-03-05,5
204,Azerbaijan,6,0,0,2020-03-06,6
205,Azerbaijan,9,0,0,2020-03-07,7
206,Azerbaijan,9,0,0,2020-03-08,8
207,Azerbaijan,9,0,0,2020-03-09,9
208,Azerbaijan,11,0,0,2020-03-10,10
209,Azerbaijan,11,0,3,2020-03-11,11
210,Azerbaijan,11,0,3,2020-03-12,12
211,Azerbaijan,15,1,3,2020-03-13,13
212,Azerbaijan,15,1,3,2020-03-14,14
213,Azerbaijan,23,1,6,2020-03-15,15
214,Azerbaijan,15,1,6,2020-03-16,16
215,Azerbaijan,28,1,6,2020-03-17,17
216,Azerbaijan,28,1,6,2020-03-18,18
217,Azerbaijan,44,1,6,2020-03-19,19
218,"Bahamas, The",1,0,0,2020-03-16,1
219,"Bahamas, The",1,0,0,2020-03-17,2
220,"Bahamas, The",1,0,0,2020-03-18,3
221,"Bahamas, The",3,0,0,2020-03-19,4
222,Bahrain,1,0,0,2020-02-24,1
223,Bahrain,23,0,0,2020-02-25,2
224,Bahrain,33,0,0,2020-02-26,3
225,Bahrain,33,0,0,2020-02-27,4
226,Bahrain,36,0,0,2020-02-28,5
227,Bahrain,41,0,0,2020-02-29,6
228,Bahrain,47,0,0,2020-03-01,7
229,Bahrain,49,0,0,2020-03-02,8
230,Bahrain,49,0,0,2020-03-03,9
231,Bahrain,52,0,0,2020-03-04,10
232,Bahrain,55,0,0,2020-03-05,11
233,Bahrain,60,0,4,2020-03-06,12
234,Bahrain,85,0,4,2020-03-07,13
235,Bahrain,85,0,4,2020-03-08,14
236,Bahrain,95,0,14,2020-03-09,15
237,Bahrain,110,0,22,2020-03-10,16
238,Bahrain,195,0,35,2020-03-11,17
239,Bahrain,195,0,35,2020-03-12,18
240,Bahrain,189,0,44,2020-03-13,19
241,Bahrain,210,0,44,2020-03-14,20
242,Bahrain,214,0,60,2020-03-15,21
243,Bahrain,214,1,77,2020-03-16,22
244,Bahrain,228,1,81,2020-03-17,23
245,Bahrain,256,1,88,2020-03-18,24
246,Bahrain,278,1,100,2020-03-19,25
247,Bangladesh,3,0,0,2020-03-08,1
248,Bangladesh,3,0,0,2020-03-09,2
249,Bangladesh,3,0,0,2020-03-10,3
250,Bangladesh,3,0,0,2020-03-11,4
251,Bangladesh,3,0,0,2020-03-12,5
252,Bangladesh,3,0,0,2020-03-13,6
253,Bangladesh,3,0,0,2020-03-14,7
254,Bangladesh,5,0,0,2020-03-15,8
255,Bangladesh,8,0,2,2020-03-16,9
256,Bangladesh,10,0,3,2020-03-17,10
257,Bangladesh,14,1,3,2020-03-18,11
258,Bangladesh,17,1,3,2020-03-19,12
259,Barbados,2,0,0,2020-03-17,1
260,Barbados,2,0,0,2020-03-18,2
261,Barbados,5,0,0,2020-03-19,3
262,Belarus,1,0,0,2020-02-28,1
263,Belarus,1,0,0,2020-02-29,2
264,Belarus,1,0,0,2020-03-01,3
265,Belarus,1,0,0,2020-03-02,4
266,Belarus,1,0,0,2020-03-03,5
267,Belarus,6,0,0,2020-03-04,6
268,Belarus,6,0,0,2020-03-05,7
269,Belarus,6,0,0,2020-03-06,8
270,Belarus,6,0,0,2020-03-07,9
271,Belarus,6,0,0,2020-03-08,10
272,Belarus,6,0,1,2020-03-09,11
273,Belarus,9,0,3,2020-03-10,12
274,Belarus,9,0,3,2020-03-11,13
275,Belarus,12,0,3,2020-03-12,14
276,Belarus,27,0,3,2020-03-13,15
277,Belarus,27,0,3,2020-03-14,16
278,Belarus,27,0,3,2020-03-15,17
279,Belarus,36,0,3,2020-03-16,18
280,Belarus,36,0,3,2020-03-17,19
281,Belarus,51,0,5,2020-03-18,20
282,Belarus,51,0,5,2020-03-19,21
283,Belgium,1,0,0,2020-02-04,1
284,Belgium,1,0,0,2020-02-05,2
285,Belgium,1,0,0,2020-02-06,3
286,Belgium,1,0,0,2020-02-07,4
287,Belgium,1,0,0,2020-02-08,5
288,Belgium,1,0,0,2020-02-09,6
289,Belgium,1,0,0,2020-02-10,7
290,Belgium,1,0,0,2020-02-11,8
291,Belgium,1,0,0,2020-02-12,9
292,Belgium,1,0,0,2020-02-13,10
293,Belgium,1,0,0,2020-02-14,11
294,Belgium,1,0,0,2020-02-15,12
295,Belgium,1,0,0,2020-02-16,13
296,Belgium,1,0,1,2020-02-17,14
297,Belgium,1,0,1,2020-02-18,15
298,Belgium,1,0,1,2020-02-19,16
299,Belgium,1,0,1,2020-02-20,17
300,Belgium,1,0,1,2020-02-21,18
301,Belgium,1,0,1,2020-02-22,19
302,Belgium,1,0,1,2020-02-23,20
303,Belgium,1,0,1,2020-02-24,21
304,Belgium,1,0,1,2020-02-25,22
305,Belgium,1,0,1,2020-02-26,23
306,Belgium,1,0,1,2020-02-27,24
307,Belgium,1,0,1,2020-02-28,25
308,Belgium,1,0,1,2020-02-29,26
309,Belgium,2,0,1,2020-03-01,27
310,Belgium,8,0,1,2020-03-02,28
311,Belgium,13,0,1,2020-03-03,29
312,Belgium,23,0,1,2020-03-04,30
313,Belgium,50,0,1,2020-03-05,31
314,Belgium,109,0,1,2020-03-06,32
315,Belgium,169,0,1,2020-03-07,33
316,Belgium,200,0,1,2020-03-08,34
317,Belgium,239,0,1,2020-03-09,35
318,Belgium,267,0,1,2020-03-10,36
319,Belgium,314,3,1,2020-03-11,37
320,Belgium,314,3,1,2020-03-12,38
321,Belgium,559,3,1,2020-03-13,39
322,Belgium,689,4,1,2020-03-14,40
323,Belgium,886,4,1,2020-03-15,41
324,Belgium,1058,5,1,2020-03-16,42
325,Belgium,1243,10,1,2020-03-17,43
326,Belgium,1486,14,31,2020-03-18,44
327,Belgium,1795,21,31,2020-03-19,45
328,Benin,1,0,0,2020-03-16,1
329,Benin,1,0,0,2020-03-17,2
330,Benin,2,0,0,2020-03-18,3
331,Benin,2,0,0,2020-03-19,4
332,Bhutan,1,0,0,2020-03-06,1
333,Bhutan,1,0,0,2020-03-07,2
334,Bhutan,1,0,0,2020-03-08,3
335,Bhutan,1,0,0,2020-03-09,4
336,Bhutan,1,0,0,2020-03-10,5
337,Bhutan,1,0,0,2020-03-11,6
338,Bhutan,1,0,0,2020-03-12,7
339,Bhutan,1,0,0,2020-03-13,8
340,Bhutan,1,0,0,2020-03-14,9
341,Bhutan,1,0,0,2020-03-15,10
342,Bhutan,1,0,0,2020-03-16,11
343,Bhutan,1,0,0,2020-03-17,12
344,Bhutan,1,0,0,2020-03-18,13
345,Bhutan,1,0,0,2020-03-19,14
346,Bolivia,2,0,0,2020-03-11,1
347,Bolivia,2,0,0,2020-03-12,2
348,Bolivia,3,0,0,2020-03-13,3
349,Bolivia,10,0,0,2020-03-14,4
350,Bolivia,10,0,0,2020-03-15,5
351,Bolivia,11,0,0,2020-03-16,6
352,Bolivia,11,0,0,2020-03-17,7
353,Bolivia,12,0,0,2020-03-18,8
354,Bolivia,12,0,0,2020-03-19,9
355,Bosnia and Herzegovina,2,0,0,2020-03-05,1
356,Bosnia and Herzegovina,2,0,0,2020-03-06,2
357,Bosnia and Herzegovina,3,0,0,2020-03-07,3
358,Bosnia and Herzegovina,3,0,0,2020-03-08,4
359,Bosnia and Herzegovina,3,0,0,2020-03-09,5
360,Bosnia and Herzegovina,5,0,0,2020-03-10,6
361,Bosnia and Herzegovina,7,0,0,2020-03-11,7
362,Bosnia and Herzegovina,11,0,0,2020-03-12,8
363,Bosnia and Herzegovina,13,0,0,2020-03-13,9
364,Bosnia and Herzegovina,18,0,0,2020-03-14,10
365,Bosnia and Herzegovina,24,0,0,2020-03-15,11
366,Bosnia and Herzegovina,25,0,0,2020-03-16,12
367,Bosnia and Herzegovina,26,0,2,2020-03-17,13
368,Bosnia and Herzegovina,38,0,2,2020-03-18,14
369,Bosnia and Herzegovina,63,0,2,2020-03-19,15
370,Brazil,1,0,0,2020-02-26,1
371,Brazil,1,0,0,2020-02-27,2
372,Brazil,1,0,0,2020-02-28,3
373,Brazil,2,0,0,2020-02-29,4
374,Brazil,2,0,0,2020-03-01,5
375,Brazil,2,0,0,2020-03-02,6
376,Brazil,2,0,0,2020-03-03,7
377,Brazil,4,0,0,2020-03-04,8
378,Brazil,4,0,0,2020-03-05,9
379,Brazil,13,0,0,2020-03-06,10
380,Brazil,13,0,0,2020-03-07,11
381,Brazil,20,0,0,2020-03-08,12
382,Brazil,25,0,0,2020-03-09,13
383,Brazil,31,0,0,2020-03-10,14
384,Brazil,38,0,0,2020-03-11,15
385,Brazil,52,0,0,2020-03-12,16
386,Brazil,151,0,0,2020-03-13,17
387,Brazil,151,0,0,2020-03-14,18
388,Brazil,162,0,0,2020-03-15,19
389,Brazil,200,0,1,2020-03-16,20
390,Brazil,321,1,2,2020-03-17,21
391,Brazil,372,3,2,2020-03-18,22
392,Brazil,621,6,2,2020-03-19,23
393,Brunei,1,0,0,2020-03-09,1
394,Brunei,1,0,0,2020-03-10,2
395,Brunei,11,0,0,2020-03-11,3
396,Brunei,11,0,0,2020-03-12,4
397,Brunei,37,0,0,2020-03-13,5
398,Brunei,40,0,0,2020-03-14,6
399,Brunei,50,0,0,2020-03-15,7
400,Brunei,54,0,0,2020-03-16,8
401,Brunei,56,0,0,2020-03-17,9
402,Brunei,68,0,0,2020-03-18,10
403,Brunei,75,0,0,2020-03-19,11
404,Bulgaria,4,0,0,2020-03-08,1
405,Bulgaria,4,0,0,2020-03-09,2
406,Bulgaria,4,0,0,2020-03-10,3
407,Bulgaria,7,1,0,2020-03-11,4
408,Bulgaria,7,1,0,2020-03-12,5
409,Bulgaria,23,1,0,2020-03-13,6
410,Bulgaria,41,2,0,2020-03-14,7
411,Bulgaria,51,2,0,2020-03-15,8
412,Bulgaria,52,2,0,2020-03-16,9
413,Bulgaria,67,2,0,2020-03-17,10
414,Bulgaria,92,2,0,2020-03-18,11
415,Bulgaria,94,3,0,2020-03-19,12
416,Burkina Faso,1,0,0,2020-03-10,1
417,Burkina Faso,2,0,0,2020-03-11,2
418,Burkina Faso,2,0,0,2020-03-12,3
419,Burkina Faso,2,0,0,2020-03-13,4
420,Burkina Faso,2,0,0,2020-03-14,5
421,Burkina Faso,3,0,0,2020-03-15,6
422,Burkina Faso,15,0,0,2020-03-16,7
423,Burkina Faso,15,0,0,2020-03-17,8
424,Burkina Faso,20,1,0,2020-03-18,9
425,Burkina Faso,33,1,0,2020-03-19,10
426,Cambodia,1,0,0,2020-01-27,1
427,Cambodia,1,0,0,2020-01-28,2
428,Cambodia,1,0,0,2020-01-29,3
429,Cambodia,1,0,0,2020-01-30,4
430,Cambodia,1,0,0,2020-01-31,5
431,Cambodia,1,0,0,2020-02-01,6
432,Cambodia,1,0,0,2020-02-02,7
433,Cambodia,1,0,0,2020-02-03,8
434,Cambodia,1,0,0,2020-02-04,9
435,Cambodia,1,0,0,2020-02-05,10
436,Cambodia,1,0,0,2020-02-06,11
437,Cambodia,1,0,0,2020-02-07,12
438,Cambodia,1,0,0,2020-02-08,13
439,Cambodia,1,0,0,2020-02-09,14
440,Cambodia,1,0,0,2020-02-10,15
441,Cambodia,1,0,0,2020-02-11,16
442,Cambodia,1,0,1,2020-02-12,17
443,Cambodia,1,0,1,2020-02-13,18
444,Cambodia,1,0,1,2020-02-14,19
445,Cambodia,1,0,1,2020-02-15,20
446,Cambodia,1,0,1,2020-02-16,21
447,Cambodia,1,0,1,2020-02-17,22
448,Cambodia,1,0,1,2020-02-18,23
449,Cambodia,1,0,1,2020-02-19,24
450,Cambodia,1,0,1,2020-02-20,25
451,Cambodia,1,0,1,2020-02-21,26
452,Cambodia,1,0,1,2020-02-22,27
453,Cambodia,1,0,1,2020-02-23,28
454,Cambodia,1,0,1,2020-02-24,29
455,Cambodia,1,0,1,2020-02-25,30
456,Cambodia,1,0,1,2020-02-26,31
457,Cambodia,1,0,1,2020-02-27,32
458,Cambodia,1,0,1,2020-02-28,33
459,Cambodia,1,0,1,2020-02-29,34
460,Cambodia,1,0,1,2020-03-01,35
461,Cambodia,1,0,1,2020-03-02,36
462,Cambodia,1,0,1,2020-03-03,37
463,Cambodia,1,0,1,2020-03-04,38
464,Cambodia,1,0,1,2020-03-05,39
465,Cambodia,1,0,1,2020-03-06,40
466,Cambodia,1,0,1,2020-03-07,41
467,Cambodia,2,0,1,2020-03-08,42
468,Cambodia,2,0,1,2020-03-09,43
469,Cambodia,2,0,1,2020-03-10,44
470,Cambodia,3,0,1,2020-03-11,45
471,Cambodia,3,0,1,2020-03-12,46
472,Cambodia,5,0,1,2020-03-13,47
473,Cambodia,7,0,1,2020-03-14,48
474,Cambodia,7,0,1,2020-03-15,49
475,Cambodia,7,0,1,2020-03-16,50
476,Cambodia,33,0,1,2020-03-17,51
477,Cambodia,35,0,1,2020-03-18,52
478,Cambodia,37,0,1,2020-03-19,53
479,Cameroon,1,0,0,2020-03-06,1
480,Cameroon,1,0,0,2020-03-07,2
481,Cameroon,2,0,0,2020-03-08,3
482,Cameroon,2,0,0,2020-03-09,4
483,Cameroon,2,0,0,2020-03-10,5
484,Cameroon,2,0,0,2020-03-11,6
485,Cameroon,2,0,0,2020-03-12,7
486,Cameroon,2,0,0,2020-03-13,8
487,Cameroon,2,0,0,2020-03-14,9
488,Cameroon,2,0,0,2020-03-15,10
489,Cameroon,4,0,0,2020-03-16,11
490,Cameroon,10,0,0,2020-03-17,12
491,Cameroon,10,0,0,2020-03-18,13
492,Cameroon,13,0,0,2020-03-19,14
493,Canada,1,0,0,2020-01-26,1
494,Canada,1,0,0,2020-01-27,2
495,Canada,2,0,0,2020-01-28,3
496,Canada,2,0,0,2020-01-29,4
497,Canada,2,0,0,2020-01-30,5
498,Canada,4,0,0,2020-01-31,6
499,Canada,4,0,0,2020-02-01,7
500,Canada,4,0,0,2020-02-02,8
501,Canada,4,0,0,2020-02-03,9
502,Canada,4,0,0,2020-02-04,10
503,Canada,5,0,0,2020-02-05,11
504,Canada,5,0,0,2020-02-06,12
505,Canada,7,0,0,2020-02-07,13
506,Canada,7,0,0,2020-02-08,14
507,Canada,7,0,0,2020-02-09,15
508,Canada,7,0,0,2020-02-10,16
509,Canada,7,0,0,2020-02-11,17
510,Canada,7,0,1,2020-02-12,18
511,Canada,7,0,1,2020-02-13,19
512,Canada,7,0,1,2020-02-14,20
513,Canada,7,0,1,2020-02-15,21
514,Canada,7,0,1,2020-02-16,22
515,Canada,8,0,1,2020-02-17,23
516,Canada,8,0,1,2020-02-18,24
517,Canada,8,0,1,2020-02-19,25
518,Canada,8,0,1,2020-02-20,26
519,Canada,9,0,3,2020-02-21,27
520,Canada,9,0,3,2020-02-22,28
521,Canada,9,0,3,2020-02-23,29
522,Canada,10,0,3,2020-02-24,30
523,Canada,11,0,3,2020-02-25,31
524,Canada,11,0,3,2020-02-26,32
525,Canada,13,0,6,2020-02-27,33
526,Canada,14,0,6,2020-02-28,34
527,Canada,20,0,6,2020-02-29,35
528,Canada,24,0,6,2020-03-01,36
529,Canada,27,0,6,2020-03-02,37
530,Canada,30,0,6,2020-03-03,38
531,Canada,33,0,6,2020-03-04,39
532,Canada,37,0,6,2020-03-05,40
533,Canada,49,0,6,2020-03-06,41
534,Canada,54,0,8,2020-03-07,42
535,Canada,64,0,8,2020-03-08,43
536,Canada,77,1,8,2020-03-09,44
537,Canada,79,1,8,2020-03-10,45
538,Canada,108,1,8,2020-03-11,46
539,Canada,117,1,8,2020-03-12,47
540,Canada,193,1,8,2020-03-13,48
541,Canada,198,1,8,2020-03-14,49
542,Canada,252,1,8,2020-03-15,50
543,Canada,415,4,9,2020-03-16,51
544,Canada,478,5,9,2020-03-17,52
545,Canada,657,8,9,2020-03-18,53
546,Canada,800,9,9,2020-03-19,54
547,Central African Republic,1,0,0,2020-03-15,1
548,Central African Republic,1,0,0,2020-03-16,2
549,Central African Republic,1,0,0,2020-03-17,3
550,Central African Republic,1,0,0,2020-03-18,4
551,Central African Republic,1,0,0,2020-03-19,5
552,Chad,1,0,0,2020-03-19,1
553,Chile,1,0,0,2020-03-03,1
554,Chile,1,0,0,2020-03-04,2
555,Chile,4,0,0,2020-03-05,3
556,Chile,4,0,0,2020-03-06,4
557,Chile,4,0,0,2020-03-07,5
558,Chile,8,0,0,2020-03-08,6
559,Chile,8,0,0,2020-03-09,7
560,Chile,13,0,0,2020-03-10,8
561,Chile,23,0,0,2020-03-11,9
562,Chile,23,0,0,2020-03-12,10
563,Chile,43,0,0,2020-03-13,11
564,Chile,61,0,0,2020-03-14,12
565,Chile,74,0,0,2020-03-15,13
566,Chile,155,0,0,2020-03-16,14
567,Chile,201,0,0,2020-03-17,15
568,Chile,238,0,0,2020-03-18,16
569,Chile,238,0,0,2020-03-19,17
570,China,548,17,28,2020-01-22,1
571,China,643,18,30,2020-01-23,2
572,China,920,26,36,2020-01-24,3
573,China,1406,42,39,2020-01-25,4
574,China,2075,56,49,2020-01-26,5
575,China,2877,82,58,2020-01-27,6
576,China,5509,131,101,2020-01-28,7
577,China,6087,133,120,2020-01-29,8
578,China,8141,171,135,2020-01-30,9
579,China,9802,213,214,2020-01-31,10
580,China,11891,259,275,2020-02-01,11
581,China,16630,361,463,2020-02-02,12
582,China,19716,425,614,2020-02-03,13
583,China,23707,491,843,2020-02-04,14
584,China,27440,563,1115,2020-02-05,15
585,China,30587,633,1477,2020-02-06,16
586,China,34110,718,1999,2020-02-07,17
587,China,36814,805,2596,2020-02-08,18
588,China,39829,905,3219,2020-02-09,19
589,China,42354,1012,3918,2020-02-10,20
590,China,44386,1112,4636,2020-02-11,21
591,China,44759,1117,5082,2020-02-12,22
592,China,59895,1369,6217,2020-02-13,23
593,China,66358,1521,7977,2020-02-14,24
594,China,68413,1663,9298,2020-02-15,25
595,China,70513,1766,10755,2020-02-16,26
596,China,72434,1864,12462,2020-02-17,27
597,China,74211,2003,14206,2020-02-18,28
598,China,74619,2116,15962,2020-02-19,29
599,China,75077,2238,18014,2020-02-20,30
600,China,75550,2238,18704,2020-02-21,31
601,China,77001,2443,22699,2020-02-22,32
602,China,77022,2445,23187,2020-02-23,33
603,China,77241,2595,25015,2020-02-24,34
604,China,77754,2665,27676,2020-02-25,35
605,China,78166,2717,30084,2020-02-26,36
606,China,78600,2746,32930,2020-02-27,37
607,China,78928,2790,36329,2020-02-28,38
608,China,79356,2837,39320,2020-02-29,39
609,China,79932,2872,42162,2020-03-01,40
610,China,80136,2914,44854,2020-03-02,41
611,China,80261,2947,47450,2020-03-03,42
612,China,80386,2983,50001,2020-03-04,43
613,China,80537,3015,52292,2020-03-05,44
614,China,80690,3044,53944,2020-03-06,45
615,China,80770,3072,55539,2020-03-07,46
616,China,80823,3100,57388,2020-03-08,47
617,China,80860,3123,58804,2020-03-09,48
618,China,80887,3139,60181,2020-03-10,49
619,China,80921,3161,61644,2020-03-11,50
620,China,80932,3172,62901,2020-03-12,51
621,China,80945,3180,64196,2020-03-13,52
